Canada,
Lat,Lon
61.602491,-77.585282
61.606163,-77.622246
61.603054,-77.6675
61.604163,-77.703609
61.640273,-77.744155
61.684991,-77.816664
61.6861,-77.891673
61.691936,-77.931382
61.704718,-77.979027
61.721518,-77.997782
61.740827,-78.009036
61.917218,-78.074446
61.945827,-78.079446
61.965273,-78.091673
61.988045,-78.115136
62.023118,-78.1416
62.159573,-78.160555
62.280063,-78.153264
62.337491,-78.103055
62.353327,-78.085009
62.391445,-78.011255
62.388327,-77.983064
62.392773,-77.963055
62.468045,-77.7114
62.476654,-77.687209
62.536109,-77.555555
62.546945,-77.535282
62.561663,-77.508346
62.558045,-77.355
62.534163,-77.073627
62.526382,-76.925827
62.505973,-76.751955
62.469982,-76.655564
62.4411,-76.498609
62.427491,-76.401946
62.412209,-76.317782
62.379154,-76.143064
62.296391,-75.709727
62.242491,-75.719218
62.236163,-75.739564
62.205654,-75.819882
62.161518,-75.888955
62.158463,-75.831391
62.185482,-75.761655
62.203218,-75.705064
62.216545,-75.656882
62.243191,-75.576536
62.259645,-75.549855
62.296936,-75.483046
62.306382,-75.402218
62.310545,-75.356382
62.310691,-75.314718
62.292218,-75.184436
62.263618,-75.007782
62.250273,-74.938327
62.245545,-74.918609
62.234363,-74.886036
62.1611,-74.767227
62.129436,-74.696946
62.119154,-74.668882
62.107218,-74.620836
62.104163,-74.598055
62.103054,-74.571673
62.1077,-74.555482
62.132491,-74.618882
62.146663,-74.662218
62.159291,-74.6932
62.205854,-74.756882
62.246382,-74.721664
62.250827,-74.700291
62.253609,-74.678327
62.253609,-74.645846
62.251936,-74.579455
62.246936,-74.525836
62.2436,-74.467509
62.249582,-74.419446
62.258609,-74.3839
62.326663,-74.141682
62.386382,-73.973818
62.412209,-73.940282
62.440545,-73.8889
62.4575,-73.838055
62.479991,-73.683464
62.4677,-73.648273
62.386654,-73.502791
62.363609,-73.37
62.310891,-73.212364
62.275863,-73.207364
62.249854,-73.185
62.225263,-73.131946
62.197491,-73.070009
62.138327,-72.899446
62.142218,-72.723891
62.112073,-72.621936
62.049163,-72.596118
61.972545,-72.6193
61.928382,-72.665718
61.891936,-72.689991
61.856382,-72.748609
61.845273,-72.724718
61.813218,-72.594273
61.867218,-72.625827
61.896718,-72.610509
61.921418,-72.588882
61.920545,-72.519727
61.901382,-72.448609
61.8886,-72.391809
61.884436,-72.345555
61.883882,-72.321946
61.876936,-72.256955
61.872218,-72.235
61.8618,-72.203336
61.722491,-72.041382
61.675273,-72.010055
61.624709,-72.038055
61.600409,-72.084173
61.5961,-72.114373
61.605273,-72.16
61.615827,-72.194155
61.619709,-72.232082
61.612354,-72.262791
61.568536,-72.303464
61.5825,-72.083618
61.586654,-72.057218
61.605063,-71.973546
61.659018,-71.936036
61.6935,-71.948627
61.705827,-71.928882
61.6886,-71.819455
61.682209,-71.795273
61.639436,-71.644727
61.607082,-71.573346
61.563745,-71.550336
61.548609,-71.629718
61.543191,-71.653336
61.538045,-71.751109
61.521936,-71.789446
61.4686,-71.746664
61.444854,-71.810146
61.426518,-71.880173
61.414436,-71.853336
61.405409,-71.692646
61.372218,-71.6761
61.330554,-71.671936
61.254163,-71.598891
61.213609,-71.530836
61.137773,-71.39
61.150127,-71.285209
61.139991,-71.174709
61.121654,-71.0114
61.113882,-70.966946
61.099918,-70.929364
61.081663,-70.773327
61.050545,-70.656391
61.024991,-70.553055
61.057627,-70.5375
61.085963,-70.416809
61.094991,-70.315555
61.084573,-70.148473
61.064436,-70.107227
60.954991,-70.085827
60.897773,-70.088055
60.807773,-69.927491
60.810409,-69.907773
60.819163,-69.888064
60.847773,-69.858082
60.850409,-69.889173
60.891654,-69.829718
60.911373,-69.778882
60.918045,-69.746736
60.888809,-69.7442
60.873882,-69.710555
60.871382,-69.682909
60.880273,-69.654309
60.898182,-69.644864
60.918045,-69.652364
60.953982,-69.686173
61.021173,-69.678327
61.055273,-69.655273
61.080554,-69.606518
61.080554,-69.554173
61.066063,-69.513446
61.031936,-69.492764
60.992636,-69.467091
60.974991,-69.453609
60.903045,-69.368055
60.807773,-69.370273
60.792636,-69.383609
60.780691,-69.412918
60.774991,-69.4386
60.764445,-69.496655
60.757218,-69.533064
60.739154,-69.591673
60.730273,-69.615827
60.679227,-69.710064
60.663882,-69.695827
60.584154,-69.655418
60.5468,-69.696391
60.539718,-69.748609
60.526027,-69.819727
60.476027,-69.778118
60.461663,-69.748891
60.359227,-69.724927
60.333118,-69.754446
60.310682,-69.764655
60.278882,-69.696382
60.211554,-69.610518
60.179045,-69.636982
60.178882,-69.595973
60.103054,-69.603609
60.066382,-69.630827
60.057491,-69.706664
60.019718,-69.837218
59.999718,-69.892227
60.007218,-70.217227
60.0112,-70.296391
60.004436,-70.336118
59.993045,-70.496527
59.991936,-70.534727
59.992763,-70.556946
59.995682,-70.5864
60.028045,-70.770846
60.063045,-70.945827
60.040273,-70.900282
59.985827,-70.6311
59.980818,-70.610546
59.970263,-70.575982
59.966663,-70.507236
59.968318,-70.475827
59.976382,-70.338055
59.985482,-70.225346
59.974163,-70.197491
59.962491,-70.164718
59.949718,-70.1125
59.946382,-70.086118
59.945127,-70.055691
59.948045,-70.030836
59.958882,-69.947773
59.967763,-69.7589
59.961663,-69.722918
59.833054,-69.600555
59.777218,-69.605564
59.7286,-69.61
59.671109,-69.540836
59.5861,-69.618473
59.572491,-69.658891
59.563609,-69.679446
59.553045,-69.698046
59.532773,-69.724164
59.501936,-69.753891
59.480618,-69.758336
59.479718,-69.728336
59.4811,-69.699373
59.453609,-69.667636
59.424018,-69.647364
59.376382,-69.631527
59.36,-69.6432
59.356945,-69.677782
59.3443,-69.740409
59.311382,-69.746073
59.300345,-69.629791
59.329718,-69.550282
59.355,-69.440827
59.355,-69.412509
59.325136,-69.254582
59.259718,-69.238327
59.231791,-69.238055
59.208327,-69.285827
59.190127,-69.370136
59.195263,-69.415482
59.219991,-69.420409
59.2236,-69.444027
59.213882,-69.470273
59.192763,-69.512218
59.170682,-69.537364
59.111236,-69.529655
59.103745,-69.508482
59.115682,-69.489718
59.128536,-69.461391
59.117636,-69.375827
59.1011,-69.349582
59.080827,-69.352782
59.025273,-69.431946
59.044154,-69.466109
59.0375,-69.493327
58.971927,-69.475282
58.902563,-69.455073
58.881518,-69.4582
58.805827,-69.5525
58.796663,-69.587782
58.792218,-69.611118
58.79,-69.663609
58.800273,-69.680827
58.862073,-69.711391
58.899091,-69.669373
58.928191,-69.67
58.972763,-69.709446
59.050963,-69.863882
59.0334,-69.873955
58.977763,-69.865555
58.951663,-69.832782
58.823882,-69.815827
58.8086,-69.972782
58.7693,-70.156246
58.743609,-70.049727
58.755554,-69.974718
58.733045,-69.931109
58.688045,-69.910555
58.616245,-69.863055
58.588882,-69.815973
58.601382,-69.796391
58.668882,-69.724446
58.743882,-69.625
58.754718,-69.608046
58.767636,-69.576264
58.773318,-69.544727
58.776654,-69.5032
58.808327,-69.445546
58.836518,-69.411664
58.859018,-69.388336
58.871654,-69.348891
58.888045,-69.279173
58.899991,-69.153882
58.901654,-69.129991
58.899163,-69.098346
58.893327,-69.031682
58.883882,-68.992218
58.891109,-68.841673
58.912491,-68.756955
58.898463,-68.646946
58.885827,-68.601673
58.8139,-68.393536
58.770127,-68.358609
58.687491,-68.366391
58.626936,-68.345836
58.585263,-68.323064
58.541109,-68.290836
58.490827,-68.216664
58.462491,-68.209727
58.442209,-68.204036
58.376382,-68.226946
58.330691,-68.250691
58.292082,-68.287909
58.253327,-68.309155
58.226936,-68.322509
58.156309,-68.346455
58.126173,-68.346664
58.042773,-68.471936
58.031382,-68.503618
58.029436,-68.528609
57.999718,-68.729891
57.969154,-68.874164
57.898191,-69.131109
57.878045,-69.181382
57.8686,-69.2025
57.858891,-69.221391
57.8336,-69.262509
57.767773,-69.363646
57.773318,-69.339718
57.788045,-69.301664
57.829436,-69.210282
57.840545,-69.190827
57.851663,-69.172773
57.885827,-69.111936
57.933873,-68.965291
57.949718,-68.904173
57.989545,-68.677346
57.989127,-68.628555
58.000545,-68.545273
58.013327,-68.495836
58.037082,-68.410564
58.111036,-68.3075
58.139091,-68.302636
58.182418,-68.304927
58.214991,-68.289718
58.268882,-68.230836
58.360545,-68.185818
58.419573,-68.1675
58.441236,-68.168473
58.462354,-68.175418
58.485127,-68.174855
58.522636,-68.137091
58.575,-68.0082
58.569436,-67.976246
58.558045,-67.959164
58.493045,-67.893546
58.472073,-67.898055
58.449082,-67.9157
58.407909,-67.923746
58.354509,-67.902846
58.325409,-67.8618
58.284163,-67.895573
58.254863,-67.915873
58.238573,-67.940909
58.220991,-67.974991
58.170545,-68.0475
58.159427,-68.065827
58.135827,-68.098473
58.075963,-68.118146
58.131936,-68.006673
58.1461,-67.991673
58.163609,-67.978336
58.243045,-67.876946
58.302773,-67.808473
58.331173,-67.828136
58.407773,-67.8159
58.468536,-67.7775
58.458882,-67.723891
58.423527,-67.671727
58.395545,-67.699582
58.318745,-67.736455
58.285,-67.698046
58.253745,-67.648127
58.212627,-67.653336
57.976654,-67.728609
57.923045,-67.7139
57.979018,-67.709309
58.116518,-67.656527
58.134436,-67.645282
58.208045,-67.585146
58.2236,-67.5661
58.2768,-67.474018
58.3161,-67.332782
58.377209,-67.170418
58.374854,-67.144727
58.359436,-67.1118
58.349709,-67.093055
58.448527,-66.991036
58.468318,-66.978882
58.500963,-66.937909
58.4768,-66.879436
58.4736,-66.8011
58.503609,-66.629718
58.542773,-66.651673
58.711382,-66.551936
58.818191,-66.467373
58.850545,-66.388609
58.836727,-66.351346
58.692354,-66.110409
58.650054,-66.067846
58.611309,-65.939018
58.5886,-65.940273
58.486936,-66.021946
58.358118,-66.0909
58.323745,-66.069309
58.320273,-66.058882
58.357627,-66.047846
58.379991,-66.020909
58.391863,-65.968264
58.457109,-65.932636
58.477736,-65.978618
58.580618,-65.881382
58.627209,-65.879991
58.665263,-65.945546
58.710545,-66.032227
58.772354,-66.102636
58.809718,-66.081955
58.851663,-66.037218
58.852082,-65.987536
58.836818,-65.952282
58.826936,-65.842782
58.860827,-65.796064
58.864718,-65.833327
58.863882,-65.871109
58.888063,-65.961127
58.9036,-65.9886
59.001936,-65.885564
59.029991,-65.7775
59.043609,-65.695264
59.043809,-65.660418
59.032218,-65.633582
59.019436,-65.614164
58.993609,-65.565
58.9885,-65.497836
59.009582,-65.512927
59.017145,-65.547636
59.043936,-65.570636
59.065963,-65.517009
59.061382,-65.492491
59.042218,-65.454727
59.046382,-65.327473
59.066109,-65.349446
59.076163,-65.535218
59.071,-65.555546
59.071327,-65.583555
59.079163,-65.651946
59.150691,-65.716536
59.222554,-65.742355
59.264418,-65.741182
59.268327,-65.706664
59.262773,-65.680691
59.244709,-65.646118
59.202491,-65.587509
59.243745,-65.613882
59.376727,-65.569027
59.348882,-65.491246
59.333191,-65.473609
59.316936,-65.453336
59.2785,-65.364018
59.393882,-65.437773
59.433873,-65.495273
59.488118,-65.549573
59.481236,-65.353891
59.466382,-65.260564
59.449073,-65.196746
59.437354,-65.173609
59.408527,-65.127155
59.381518,-65.050827
59.372491,-65.011809
59.374436,-64.989436
59.392773,-65.031391
59.408045,-65.075836
59.422218,-65.115
59.4418,-65.149036
59.467136,-65.164264
59.488327,-65.220836
59.508327,-65.299718
59.509436,-65.33
59.5075,-65.3889
59.513191,-65.415836
59.578045,-65.462782
59.632909,-65.497918
59.716936,-65.527791
59.747218,-65.501955
59.798045,-65.433318
59.828045,-65.375
59.846382,-65.328755
59.816882,-65.227782
59.803882,-65.200864
59.7811,-65.1557
59.776654,-65.136127
59.763609,-65.053055
59.761382,-65.033064
59.764236,-64.989755
59.778327,-65.055555
59.796945,-65.132764
59.817491,-65.161391
59.838491,-65.203555
59.885891,-65.223818
59.95,-65.143346
60.011109,-65.1261
60.043054,-65.11
60.077218,-65.029727
60.194991,-64.921109
60.332909,-64.836809
60.361136,-64.844791
60.345827,-64.647373
60.336382,-64.610273
60.322773,-64.576673
60.3025,-64.533246
60.280109,-64.471264
60.2559,-64.436091
60.257773,-64.457755
60.263082,-64.4774
60.281109,-64.5575
60.286109,-64.580291
60.289436,-64.613055
60.2875,-64.643064
60.259718,-64.723473
60.230754,-64.745373
60.250827,-64.685546
60.267354,-64.640146
60.266936,-64.596391
60.265,-64.574446
60.260691,-64.545282
60.214654,-64.420582
60.160545,-64.376936
60.080545,-64.475627
60.072218,-64.509736
60.0536,-64.655
60.000963,-64.8168
59.9811,-64.814027
60.001109,-64.735273
60.059436,-64.490827
60.120618,-64.396182
60.115754,-64.368473
60.031073,-64.374946
59.9361,-64.402364
59.923882,-64.456391
59.898254,-64.5049
59.894718,-64.481946
59.921454,-64.366936
60.018036,-64.321027
60.048045,-64.265018
60.039991,-64.216664
60.021518,-64.165555
59.983736,-64.150282
59.850545,-64.165836
59.783609,-64.179027
59.774991,-64.197773
59.776936,-64.228336
59.785545,-64.259718
59.760691,-64.258064
59.711518,-64.205409
59.6836,-64.160282
59.676654,-64.129991
59.625263,-64.057773
59.517491,-64.116946
59.5602,-64.039027
59.5911,-64.032082
59.623318,-64.006109
59.619436,-63.893055
59.612909,-63.870827
59.5161,-63.725555
59.4261,-63.785282
59.419018,-63.811755
59.421109,-63.866391
59.421663,-63.906946
59.419718,-63.947773
59.412491,-64.009455
59.403327,-64.0418
59.385963,-64.060482
59.371091,-63.791155
59.375827,-63.7514
59.333882,-63.748109
59.308382,-63.756446
59.283173,-63.773282
59.243191,-63.818118
59.2651,-63.7654
59.283936,-63.728027
59.311,-63.713918
59.360273,-63.654164
59.346236,-63.539173
59.265,-63.393336
59.199363,-63.359655
59.1311,-63.419164
59.119436,-63.441109
59.104436,-63.476946
59.067982,-63.580764
59.059791,-63.751991
59.065827,-63.812218
59.079991,-63.941391
59.074718,-63.966109
59.068327,-63.988336
59.018191,-64.044018
59.000545,-63.912218
59.012663,-63.800055
59.012636,-63.762918
59.015,-63.734446
59.052773,-63.508055
59.100336,-63.371391
59.092763,-63.301391
59.046173,-63.128055
59.027427,-63.176318
59.027491,-63.216946
59.030545,-63.238891
59.024154,-63.332636
58.985545,-63.264455
58.978463,-63.204582
58.975409,-63.173336
58.923327,-63.161809
58.876936,-63.236391
58.855754,-63.315973
58.850827,-63.294727
58.855,-63.190282
58.878045,-63.112782
58.873882,-63.033336
58.819436,-62.921255
58.802354,-62.905555
58.687763,-62.846382
58.658882,-62.845346
58.600273,-62.915836
58.576663,-62.975
58.503054,-63.169164
58.451227,-63.335727
58.413854,-63.379364
58.405273,-63.399109
58.370827,-63.486391
58.357636,-63.53
58.301727,-63.581009
58.305263,-63.555273
58.314436,-63.533055
58.369045,-63.428218
58.393709,-63.385473
58.414382,-63.357891
58.460482,-63.274164
58.466382,-63.241673
58.469436,-63.213618
58.476027,-63.132573
58.457563,-63.089718
58.453045,-63.037509
58.480818,-62.763336
58.503536,-62.619309
58.492909,-62.572636
58.480263,-62.556946
58.376936,-62.619718
58.302563,-62.627709
58.2761,-62.708609
58.2686,-62.776664
58.252218,-62.828055
58.2702,-62.657291
58.254163,-62.603755
58.241518,-62.587636
58.216936,-62.583191
58.1836,-62.635
58.174163,-62.657218
58.169991,-62.689164
58.169718,-62.719718
58.171936,-62.740282
58.1768,-62.778891
58.173463,-62.831946
58.153882,-62.965
58.124854,-63.019164
58.108891,-63.045282
58.086936,-63.126946
58.061591,-63.209382
58.053045,-63.190282
58.048882,-63.140836
58.026491,-63.1596
58.014718,-63.193327
58.006382,-63.271246
57.996936,-63.304718
57.980127,-63.335282
57.993609,-63.151664
57.997773,-63.128882
58.014436,-63.1016
58.035273,-63.100491
58.058536,-63.092709
58.124991,-62.943473
58.1375,-62.886391
58.144227,-62.832291
58.129154,-62.772773
58.119427,-62.646109
58.141654,-62.605973
58.156654,-62.560827
58.169154,-62.515836
58.174163,-62.491946
58.1685,-62.450618
58.143627,-62.474291
58.117773,-62.511673
58.099018,-62.530282
58.057836,-62.502573
58.076591,-62.486182
58.097073,-62.485618
58.106718,-62.444827
58.110827,-62.413055
58.110409,-62.367918
58.037836,-62.310482
58.005991,-62.387782
58.003245,-62.409691
58.011073,-62.444027
58.0075,-62.51
58.003054,-62.536809
57.952282,-62.655691
57.9293,-62.668609
57.932627,-62.648055
57.947345,-62.620073
57.962209,-62.5775
57.9711,-62.537782
57.972491,-62.512509
57.967963,-62.451582
57.9561,-62.325009
57.948873,-62.268336
57.935818,-62.200282
57.974573,-62.147082
57.965273,-62.1218
57.937491,-62.076946
57.890273,-62.061527
57.854163,-62.115282
57.835618,-62.137082
57.799373,-62.118473
57.780336,-62.078818
57.786518,-62.039864
57.783609,-62.018055
57.769991,-61.994027
57.666382,-61.89
57.633118,-61.884864
57.616391,-61.898055
57.563609,-62.071673
57.535827,-62.192218
57.490545,-62.308609
57.483463,-62.426664
57.505,-62.540627
57.488609,-62.526946
57.452773,-62.460836
57.420827,-62.371255
57.418882,-62.344864
57.4436,-62.230555
57.464027,-62.170273
57.456382,-62.060827
57.453327,-62.039727
57.411936,-61.891391
57.376936,-61.816946
57.3625,-61.802636
57.285554,-61.863891
57.269436,-61.894164
57.250482,-61.947564
57.247527,-62.013336
57.166518,-61.8557
57.143463,-61.66
57.149718,-61.565555
57.156382,-61.515555
57.159427,-61.484864
57.151654,-61.450282
57.120963,-61.386673
57.092354,-61.361118
57.016391,-61.355564
56.981727,-61.383891
56.981027,-61.489655
56.970273,-61.5164
56.957773,-61.541118
56.875545,-61.646046
56.842282,-61.650555
56.818882,-61.648191
56.8061,-61.668891
56.793691,-61.790809
56.795773,-61.829891
56.793045,-61.903955
56.705582,-61.889655
56.726936,-61.870282
56.745245,-61.825246
56.744491,-61.777336
56.726718,-61.704373
56.703327,-61.715827
56.697345,-61.744309
56.699991,-61.769027
56.711518,-61.803336
56.704918,-61.8225
56.6818,-61.795836
56.663318,-61.732218
56.653327,-61.678055
56.638045,-61.654309
56.618254,-61.685273
56.631663,-61.835555
56.642773,-61.911664
56.662209,-62.001391
56.6786,-62.066946
56.735545,-62.311109
56.787773,-62.495555
56.798609,-62.468891
56.812763,-62.326391
56.816663,-62.227491
56.813327,-62.189991
56.810818,-62.138336
56.830236,-62.058936
56.836936,-62.234727
56.830273,-62.381673
56.849163,-62.493682
56.845827,-62.524582
56.835963,-62.545418
56.795691,-62.572091
56.775554,-62.538336
56.762218,-62.503064
56.722218,-62.356109
56.672763,-62.162773
56.627491,-62.022773
56.616936,-62.005282
56.623045,-62.1175
56.623882,-62.175
56.615409,-62.232082
56.602491,-62.192218
56.596936,-62.105
56.595545,-62.041255
56.587773,-61.901391
56.569091,-61.7134
56.548045,-61.690836
56.525754,-61.657246
56.495682,-61.684718
56.484854,-61.763891
56.487773,-61.803891
56.497773,-61.878055
56.505554,-61.951946
56.502982,-62.050491
56.483218,-62.077636
56.484436,-62.024173
56.482627,-61.970836
56.468,-61.953536
56.457336,-61.971755
56.450545,-62.0125
56.458536,-62.062155
56.450827,-62.136809
56.436936,-62.121255
56.421936,-62.078191
56.415264,-61.984727
56.416736,-61.960309
56.413882,-61.909718
56.393882,-61.794446
56.268609,-61.676427
56.265327,-61.702836
56.270418,-61.762509
56.289436,-61.800836
56.298882,-61.883609
56.305264,-62.029727
56.291873,-62.077846
56.235482,-62.008964
56.218327,-61.947636
56.212354,-61.914864
56.216382,-61.802055
56.218045,-61.769891
56.202,-61.5725
56.196382,-61.535836
56.204991,-61.450555
56.2161,-61.408191
56.223327,-61.370973
56.220273,-61.348191
56.175473,-61.335
56.1686,-61.377218
56.160264,-61.390418
56.1461,-61.406109
56.056309,-61.450482
56.037636,-61.412636
56.0443,-61.390136
56.062,-61.342018
56.065545,-61.315555
56.043954,-61.240346
56.020754,-61.276109
56.0186,-61.310282
56.0186,-61.357227
56.021936,-61.388609
56.027354,-61.428891
56.013045,-61.499727
55.962082,-61.418473
55.959509,-61.387982
55.964154,-61.328055
55.967491,-61.254718
55.970954,-61.149027
55.964918,-61.117646
55.916318,-61.075418
55.895609,-61.094109
55.892082,-61.160827
55.878709,-61.193509
55.844154,-61.090555
55.845545,-61.068064
55.854691,-61.0325
55.865827,-60.946109
55.864436,-60.917218
55.854164,-60.7825
55.850409,-60.758891
55.836245,-60.735691
55.799164,-60.737536
55.772491,-60.774718
55.755273,-60.807782
55.740964,-60.88
55.730827,-60.752155
55.742354,-60.724446
55.763445,-60.701609
55.795827,-60.668891
55.821936,-60.643818
55.823464,-60.619582
55.808254,-60.598955
55.733882,-60.605836
55.686936,-60.615836
55.638327,-60.629718
55.586936,-60.661809
55.624573,-60.604164
55.644718,-60.590282
55.726936,-60.544164
55.772845,-60.524927
55.798327,-60.508755
55.808882,-60.485691
55.781309,-60.332773
55.754991,-60.333609
55.691936,-60.380555
55.674709,-60.406391
55.664627,-60.467964
55.652218,-60.500418
55.596909,-60.530046
55.605691,-60.510564
55.624436,-60.488191
55.617336,-60.425582
55.573191,-60.317982
55.530818,-60.319455
55.509991,-60.321673
55.4482,-60.426318
55.4277,-60.442209
55.399436,-60.437773
55.347491,-60.478336
55.347773,-60.472773
55.357218,-60.451391
55.384918,-60.420136
55.420127,-60.418955
55.475818,-60.349164
55.489018,-60.325564
55.502773,-60.261246
55.482564,-60.205209
55.431382,-60.195546
55.409227,-60.279864
55.411382,-60.3093
55.395,-60.354718
55.285827,-60.468891
55.253327,-60.498891
55.200545,-60.538055
55.227909,-60.486873
55.2375,-60.468327
55.253464,-60.355727
55.120545,-60.512218
55.0886,-60.587773
55.077218,-60.616664
55.066664,-60.636118
55.044718,-60.670555
55.004718,-60.681118
54.994991,-60.683327
55.058882,-60.592773
55.124436,-60.475273
55.244364,-60.257636
55.270827,-60.176109
55.246936,-60.074773
55.199273,-60.110782
55.156382,-60.123609
55.132909,-60.151809
55.107773,-60.195827
55.107491,-60.216664
55.055545,-60.285555
55.027245,-60.2899
55.102773,-60.1525
55.120273,-60.124446
55.146727,-60.088891
55.1989,-60.041991
55.220627,-60.013891
55.235545,-59.964718
55.234718,-59.922909
55.265545,-59.890836
55.298391,-59.858755
55.325827,-59.801391
55.329436,-59.777636
55.2645,-59.7134
55.197,-59.735136
55.160264,-59.839446
55.154164,-59.863891
55.151382,-59.897782
55.155264,-59.918336
55.156618,-59.963646
55.114718,-59.965836
55.109027,-59.798055
55.136382,-59.615836
55.159991,-59.570282
55.181382,-59.531391
55.181382,-59.487782
55.135436,-59.431873
55.078327,-59.496109
55.049164,-59.539173
55.020827,-59.593891
55.012773,-59.610836
54.955827,-59.716664
54.887264,-59.802164
54.851109,-59.824
54.750345,-59.940927
54.7411,-59.9143
54.744164,-59.885555
54.7877,-59.791882
54.830445,-59.793418
54.852245,-59.787673
54.869491,-59.772
54.897491,-59.754718
54.907491,-59.73
54.912073,-59.696391
54.919991,-59.674446
54.9486,-59.618327
55.056382,-59.411109
55.169718,-59.293891
55.233882,-59.156382
55.219709,-59.135273
55.1936,-59.125346
55.154945,-59.154146
55.139909,-59.172609
55.130491,-59.207191
55.106936,-59.246536
55.011109,-59.369027
54.9812,-59.383609
55.024991,-59.268755
55.042082,-59.244027
55.069018,-59.240764
55.120491,-59.133327
55.155891,-59.033546
55.129509,-58.957082
55.096245,-58.957082
55.078182,-58.966391
55.059991,-58.980282
55.025273,-59.003755
54.995545,-58.9725
54.985545,-58.947218
54.948636,-58.901073
54.9175,-58.964718
54.891936,-59.013964
54.844709,-58.904164
54.833327,-58.8298
54.818045,-58.689855
54.7761,-58.560827
54.773882,-58.443609
54.788054,-58.387709
54.7925,-58.328055
54.794718,-58.243327
54.784054,-58.192673
54.7486,-58.178746
54.739718,-58.145555
54.737209,-58.11
54.733327,-58.0014
54.740545,-57.940555
54.741936,-57.910555
54.730545,-57.844236
54.680691,-57.787646
54.640136,-57.706946
54.6325,-57.685
54.628045,-57.651255
54.629991,-57.626391
54.642982,-57.572227
54.660473,-57.545836
54.648809,-57.449091
54.574954,-57.349682
54.500618,-57.39
54.487773,-57.427227
54.482909,-57.488891
54.483882,-57.519446
54.484164,-57.590836
54.483609,-57.618055
54.479991,-57.672773
54.465264,-57.697709
54.463054,-57.658336
54.467209,-57.587773
54.473327,-57.48
54.466245,-57.446246
54.455545,-57.422427
54.417218,-57.523327
54.382636,-57.625555
54.3761,-57.669582
54.374991,-57.695273
54.376936,-57.715555
54.380818,-57.743055
54.388609,-57.790282
54.386654,-57.876109
54.385273,-57.910282
54.377491,-58.050282
54.3643,-58.150282
54.354582,-58.178891
54.311173,-58.255282
54.311664,-58.221109
54.316382,-58.197491
54.326727,-58.099655
54.253473,-58.240555
54.244436,-58.344164
54.2411,-58.383055
54.242145,-58.422573
54.237209,-58.453891
54.202082,-58.572636
54.182218,-58.606673
54.167491,-58.636664
54.151654,-58.692773
54.145273,-58.724718
54.140545,-58.764027
54.139718,-58.797782
54.145827,-58.838191
54.144718,-58.86
54.137491,-58.921809
54.103882,-59.114164
54.087209,-59.190555
54.071936,-59.248336
54.064436,-59.279446
54.046945,-59.376109
54.047218,-59.434436
54.051654,-59.470273
54.059436,-59.51
54.058327,-59.534446
54.042982,-59.5816
53.996382,-59.503964
54.023045,-59.265836
54.057491,-59.049446
54.094991,-58.877218
54.124164,-58.703055
54.224227,-58.420346
54.226718,-58.375064
54.154436,-58.449718
54.042909,-58.607646
54.035273,-58.6325
54.031664,-58.655
54.029164,-58.678055
54.027354,-58.713055
54.031936,-58.754173
54.036382,-58.773891
54.043327,-58.8075
54.047218,-58.835827
54.045,-58.88
54.041664,-58.9375
54.032491,-59.0025
54.024391,-59.040836
54.018054,-59.006955
54.015,-58.948055
54.011664,-58.922709
53.980827,-58.958618
53.966382,-58.980827
53.9543,-59.012091
53.948327,-59.047782
53.947491,-59.072227
53.946382,-59.115282
53.945264,-59.122218
53.934991,-59.172773
53.927491,-59.201391
53.885691,-59.338746
53.869854,-59.366673
53.855554,-59.393618
53.837491,-59.436391
53.829164,-59.471809
53.8218,-59.535555
53.819164,-59.596109
53.820554,-59.629864
53.830691,-59.707636
53.835264,-59.728055
53.8386,-59.755564
53.8436,-59.803055
53.842764,-59.825836
53.839427,-59.852782
53.828609,-59.877709
53.779718,-59.989164
53.7625,-60.082782
53.602109,-60.110591
53.5836,-60.0875
53.560791,-60.068718
53.528464,-60.136109
53.637354,-60.358055
53.661591,-60.382918
53.707073,-60.507091
53.718318,-60.560282
53.737382,-60.648609
53.740045,-60.670609
53.744882,-60.705118
53.763545,-60.764446
53.792773,-60.856946
53.751391,-60.887218
53.713054,-60.880282
53.721373,-60.834727
53.713264,-60.752473
53.697854,-60.649555
53.678327,-60.537227
53.669718,-60.511946
53.642009,-60.439118
53.605273,-60.357364
53.587145,-60.330764
53.568054,-60.298618
53.5586,-60.278882
53.55,-60.253618
53.500545,-60.103618
53.4568,-60.114864
53.453609,-60.138055
53.4336,-60.202227
53.351454,-60.409091
53.331245,-60.393473
53.336382,-60.301391
53.344573,-60.223473
53.344709,-60.1852
53.314164,-60.202709
53.288045,-60.289582
53.280545,-60.333882
53.277773,-60.367218
53.276936,-60.389727
53.267218,-60.407773
53.264164,-60.316109
53.263882,-60.289446
53.283609,-60.133609
53.355,-60.024718
53.406936,-59.953891
53.425827,-59.931946
53.476382,-59.841946
53.471382,-59.813891
53.482282,-59.790455
53.493327,-59.823618
53.4961,-59.858609
53.522354,-59.897918
53.536309,-59.856591
53.529718,-59.81
53.516518,-59.768336
53.515418,-59.747918
53.528464,-59.613473
53.540554,-59.560827
53.551382,-59.524164
53.572773,-59.478336
53.653882,-59.329727
53.671382,-59.162218
53.6818,-59.076955
53.716518,-59.021527
53.746864,-59.018818
53.750691,-59.043755
53.800064,-59.059864
53.814991,-59.042782
53.904709,-58.870282
54.009164,-58.550282
54.046273,-58.326109
54.073182,-58.210782
54.075691,-58.187109
