China,
Lat,Lon
26.317918,119.689418
26.332027,119.737363
26.365827,119.756382
26.398054,119.788309
26.418609,119.818736
26.367773,119.948863
26.348745,119.933863
26.310554,119.884145
26.322773,119.850118
26.322636,119.816927
26.303318,119.793245
26.280554,119.792763
26.289645,119.767972
26.2818,119.668872
26.256527,119.635409
26.173882,119.593045
26.055827,119.507491
25.996936,119.425263
26.010691,119.405118
26.044164,119.341372
26.108327,119.198591
26.140409,119.097491
25.963054,119.256654
25.937873,119.354009
25.960273,119.447482
25.971936,119.464709
25.994718,119.491718
26.0225,119.5011
26.040209,119.516936
26.043127,119.572072
26.013473,119.682827
25.990691,119.705827
25.970136,119.696918
25.929436,119.672209
25.875554,119.6111
25.863609,119.591372
25.809027,119.600336
25.756664,119.621091
25.679964,119.580745
25.686664,119.513318
25.682218,119.452209
25.652218,119.453327
25.616936,119.457627
25.572773,119.480263
25.557354,119.505463
25.563609,119.552891
25.416518,119.644572
25.353327,119.6454
25.34,119.619136
25.338054,119.614154
25.340273,119.601382
25.360554,119.591663
25.398054,119.582491
25.418191,119.580691
25.474718,119.504709
25.510827,119.423309
25.585827,119.379154
25.602909,119.350954
25.606491,119.314945
25.564718,119.3022
25.500827,119.2561
25.472736,119.222072
25.454991,119.169154
25.420964,119.105263
25.397145,119.106436
25.344164,119.169982
25.324718,119.242482
25.3243,119.2811
25.253191,119.352554
25.172082,119.272627
25.118327,119.1461
25.105554,119.092072
25.126936,119.035054
25.164436,119.031863
25.174927,119.055045
25.205964,119.0686
25.273054,119.061372
25.281664,118.9929
25.27,118.945254
25.2426,118.874872
25.2193,118.882372
25.218609,118.912627
25.177254,118.967763
25.106282,118.939145
25.102427,118.891863
25.101245,118.860263
25.082982,118.847063
25.043891,118.868591
24.971936,118.986645
24.947636,119.011445
24.926936,118.984991
24.843054,118.717209
24.851736,118.694
24.873609,118.705691
24.887491,118.725536
24.931382,118.706245
24.947218,118.666791
24.882909,118.572909
24.771182,118.626509
24.780282,118.651382
24.802354,118.707763
24.756736,118.763118
24.724718,118.750263
24.575,118.657491
24.543891,118.622754
24.528609,118.595263
24.512364,118.553454
24.545273,118.553245
24.576109,118.559709
24.598054,118.520263
24.615554,118.4747
24.628327,118.439972
24.620554,118.416654
24.583882,118.326927
24.536382,118.2397
24.610554,118.194972
24.649718,118.193036
24.681936,118.1688
24.615827,118.043591
24.5643,117.982482
24.541318,117.978172
24.529027,118.026236
24.517218,118.051363
24.440236,118.019882
24.450273,117.960536
24.466245,117.922054
24.479582,117.892772
24.485136,117.849218
24.479164,117.823609
24.460182,117.794727
24.418054,117.834563
24.383609,117.896654
24.386664,117.934418
24.403464,118.037136
24.342773,118.094991
24.2925,118.119427
24.258745,118.123727
24.204991,118.023036
24.153609,117.959991
24.036945,117.8647
23.917218,117.763318
23.900273,117.735254
23.941518,117.728045
23.988254,117.7704
24.003745,117.794836
24.06,117.762627
24.041664,117.709718
23.933327,117.651654
23.863609,117.6147
23.840273,117.4772
23.790836,117.365809
23.758327,117.3047
23.729718,117.266863
23.664436,117.255254
23.624373,117.195682
23.616682,117.174236
23.591382,117.124418
23.634582,117.056991
23.6568,117.034154
23.659191,116.917936
23.597464,116.874845
23.551664,116.879554
23.464436,116.859154
23.418327,116.824709
23.399718,116.806927
23.355,116.760327
23.361664,116.632472
23.370118,116.6046
23.394927,116.558591
23.420236,116.5322
23.386664,116.522218
23.363882,116.529018
23.336664,116.550945
23.311318,116.591309
23.320554,116.6231
23.3184,116.741509
23.236664,116.787072
23.2093,116.780263
23.224018,116.7488
23.210827,116.513891
23.032218,116.535809
23.006527,116.536927
22.939018,116.481718
22.926382,116.379145
22.9293,116.350954
22.938327,116.325272
22.930827,116.226927
22.886382,116.177754
22.847354,116.132554
22.8325,116.077936
22.8525,116.050263
22.789164,115.8622
22.779445,115.843736
22.739164,115.797763
22.797218,115.783863
22.877773,115.669436
22.884164,115.640263
22.854718,115.564991
22.832773,115.535536
22.681936,115.562482
22.658882,115.536654
22.6818,115.375945
22.786527,115.223045
22.8275,115.240536
22.808327,115.161372
22.778609,115.048027
22.743882,114.943309
22.702773,114.888891
22.65,114.936654
22.546391,114.900963
22.534445,114.877763
22.533054,114.872209
22.570064,114.879354
22.587218,114.848736
22.585136,114.771518
22.586664,114.738727
22.640273,114.718045
22.703609,114.718872
22.724854,114.723872
22.745618,114.744291
22.7568,114.783736
22.783954,114.8124
22.814027,114.778182
22.784718,114.6897
22.734164,114.559427
22.699718,114.520827
22.653327,114.500972
22.585,114.525818
22.538536,114.597827
22.504236,114.613591
22.474436,114.518336
22.525,114.4747
22.5509,114.467336
22.593609,114.416382
22.61,114.391654
22.6093,114.365954
22.593609,114.301654
22.580273,114.2661
22.5659,114.239772
22.550045,114.222263
22.474436,114.219436
22.430827,114.239436
22.474582,114.312482
22.429927,114.388527
22.371382,114.382472
22.377036,114.3297
22.381836,114.292609
22.359591,114.262082
22.324254,114.274291
22.285427,114.306572
22.260564,114.296109
22.318054,114.198027
22.351936,114.025545
22.354445,113.932209
22.367354,113.905609
22.405345,113.896927
22.446382,113.949418
22.508736,114.033691
22.512218,114.030545
22.520827,114.0011
22.521945,113.948863
22.512773,113.924909
22.474436,113.860809
22.561109,113.837491
22.657218,113.798863
22.7518,113.754436
22.834582,113.605954
22.880273,113.590618
22.991245,113.602482
22.983254,113.5463
23.016645,113.523336
23.050273,113.525272
23.075273,113.547127
23.1032,113.612272
23.131245,113.706372
23.123327,113.802209
23.117236,113.8219
23.155273,113.7122
23.152709,113.683591
23.050827,113.479282
23.024164,113.493872
23.004164,113.495672
22.917145,113.480254
22.928845,113.421254
22.910382,113.378009
22.879854,113.3629
22.791664,113.453327
22.770882,113.491736
22.737836,113.437782
22.708673,113.470836
22.678536,113.5
22.616936,113.541654
22.549445,113.564772
22.478327,113.558309
22.422454,113.533391
22.391318,113.5381
22.369854,113.571654
22.358191,113.589854
22.249854,113.579427
22.212727,113.554427
22.187009,113.552682
22.194736,113.531663
22.178882,113.514645
22.167909,113.456654
22.178473,113.433445
22.355,113.288591
22.382773,113.267491
22.424164,113.247482
22.496936,113.213318
22.567009,113.168727
22.506382,113.154709
22.478673,113.159982
22.460409,113.186991
22.417218,113.234572
22.331664,113.295254
22.230273,113.359991
22.179645,113.386791
22.166518,113.356372
22.179509,113.335054
22.177291,113.302691
22.124164,113.255827
22.097418,113.249009
22.0625,113.252554
22.040691,113.222618
22.090118,113.115963
22.152218,113.1256
22.212354,113.106782
22.204854,113.084845
22.1675,113.046654
22.129445,113.012763
22.108891,112.996936
22.0893,112.987336
22.008891,112.993872
21.971382,113.002209
21.938882,113.004436
21.896382,112.9786
21.8693,112.940045
21.859582,112.891918
21.896936,112.865745
21.950964,112.846091
21.964718,112.824018
21.938191,112.753318
21.884991,112.693309
21.849718,112.6711
21.791382,112.630954
21.779718,112.6111
21.77,112.592754
21.763682,112.566654
21.8025,112.478045
21.747073,112.385554
21.733327,112.362491
21.718045,112.3354
21.701382,112.281936
21.706245,112.247209
21.788891,112.070827
21.852773,111.952072
21.911318,111.913736
21.916109,111.892136
21.851109,111.892209
21.825973,111.899018
21.808473,111.909145
21.793054,111.9297
21.771382,111.974427
21.751391,111.966927
21.682354,111.887218
21.673264,111.858518
21.682982,111.833663
21.719991,111.823882
21.736936,111.795818
21.778191,111.676227
21.752009,111.701436
21.726936,111.750818
21.7077,111.7704
21.612636,111.783172
21.613609,111.749291
21.611382,111.699209
21.583682,111.674909
21.5268,111.643954
21.512709,111.473454
21.529445,111.379154
21.498327,111.296945
21.465136,111.146663
21.467082,111.095545
21.504027,111.074645
21.525273,111.028454
21.513954,110.992554
21.445618,110.978036
21.444373,110.999845
21.467291,111.018318
21.479682,111.059627
21.425554,111.000263
21.383673,110.876854
21.384164,110.843045
21.389164,110.822218
21.399582,110.798182
21.372218,110.7361
21.360554,110.718736
21.332636,110.692891
21.288745,110.666372
21.254445,110.651091
21.255973,110.647909
21.358573,110.632445
21.390554,110.688582
21.397636,110.712763
21.403327,110.744563
21.426173,110.761827
21.388609,110.660536
21.369445,110.627745
21.327218,110.612072
21.294164,110.616091
21.272082,110.622209
21.239018,110.635463
21.211382,110.532763
21.220791,110.483518
21.208609,110.4536
21.217491,110.432745
21.263054,110.420254
21.314718,110.420536
21.341527,110.4211
21.372218,110.424563
21.373218,110.394354
21.318054,110.372482
21.277773,110.375527
21.227909,110.408872
21.162982,110.3906
21.111936,110.330272
21.103609,110.308591
21.047773,110.200272
20.985273,110.153591
20.932218,110.149145
20.843818,110.159354
20.835,110.196372
20.832218,110.240527
20.842218,110.286927
20.853845,110.317672
20.840827,110.375536
20.809718,110.3936
20.783191,110.4011
20.7343,110.400818
20.710273,110.378936
20.735409,110.353318
20.764582,110.3479
20.797545,110.342427
20.743609,110.309427
20.64,110.323882
20.613609,110.3936
20.6043,110.387491
20.580554,110.410263
20.566282,110.443263
20.570764,110.473527
20.527773,110.507218
20.486173,110.527354
20.429645,110.5145
20.34,110.440809
20.303264,110.405254
20.2575,110.308872
20.246109,110.278872
20.240827,110.169436
20.239991,110.149145
20.240409,110.114982
20.2818,110.060191
20.297773,110.041927
20.291936,109.979845
20.276391,109.959991
20.233609,109.924427
20.36,109.882754
20.382354,109.951236
20.357773,109.9779
20.406664,110.009145
20.4318,110.006863
20.448054,109.984009
20.448327,109.9504
20.504445,109.850809
20.641109,109.7511
20.659718,109.7422
20.817218,109.700545
20.865691,109.665954
20.924164,109.6629
20.981109,109.675263
21.018327,109.691654
21.128882,109.673863
21.334718,109.769145
21.351391,109.827472
21.359436,109.856645
21.388045,109.904709
21.446945,109.941091
21.474164,109.924145
21.479718,109.862763
21.460554,109.822772
21.513609,109.796372
21.539436,109.7872
21.579818,109.763427
21.5794,109.743636
21.572918,109.742336
21.532218,109.749418
21.511245,109.756527
21.486927,109.770291
21.469718,109.732482
21.505691,109.660472
21.575,109.610527
21.673464,109.561091
21.702491,109.556509
21.723327,109.573318
21.676382,109.503882
21.577291,109.574845
21.520554,109.554427
21.494991,109.534427
21.482354,109.513882
21.450827,109.426791
21.448882,109.399145
21.448882,109.3622
21.448609,109.338882
21.43,109.243318
21.411664,109.1647
21.396664,109.142763
21.432218,109.068045
21.481936,109.093045
21.487564,109.1138
21.506945,109.141518
21.533473,109.149918
21.583054,109.1375
21.596945,109.102763
21.615827,109.041372
21.603609,108.974009
21.616109,108.910954
21.6818,108.856509
21.722218,108.866382
21.742073,108.885891
21.756454,108.920818
21.798882,108.870245
21.815554,108.813872
21.815,108.792482
21.803327,108.810327
21.761391,108.848327
21.701582,108.831709
21.6674,108.842036
21.630064,108.852618
21.6252,108.825254
21.639791,108.793945
21.613327,108.740672
21.598882,108.740254
21.653045,108.7086
21.723045,108.650272
21.838054,108.606236
21.884209,108.630836
21.910827,108.604709
21.935618,108.469218
21.907636,108.452482
21.865691,108.442891
21.7675,108.493045
21.683709,108.559109
21.590136,108.5125
21.558745,108.466236
21.552218,108.405254
21.555554,108.394354
21.591109,108.385472
21.624164,108.416091
21.6568,108.438318
21.689991,108.3336
21.678391,108.3139
21.623609,108.319991
21.5825,108.311227
21.539864,108.283872
21.514445,108.244709
21.499164,108.207972
21.554445,108.235809
21.594436,108.204436
21.56,108.134718
21.534445,108.077472
21.553609,108.016663
21.549027,107.996372
21.542409,107.990018
21.535691,107.968882
21.544445,107.947482
21.588891,107.916654
21.647773,107.860818
21.666936,107.783054
21.656245,107.7561
21.644718,107.738309
21.627218,107.710118
21.61,107.660263
21.586382,107.531791
21.598327,107.384718
21.605264,107.362727
21.662218,107.348327
21.681382,107.3404
21.729373,107.298591
21.724164,107.2686
21.7102,107.253391
21.711518,107.213609
21.820618,107.024018
21.849854,107.015827
21.889509,107.042491
21.921382,107.044009
21.939164,107.0211
21.970554,106.901654
21.979164,106.863309
21.999718,106.737491
22.030827,106.693309
22.174718,106.668591
22.204164,106.670054
22.216318,106.6922
22.328818,106.648736
22.328745,106.6186
22.335418,106.586654
22.3493,106.564982
22.414954,106.557127
22.431382,106.553309
22.456818,106.551709
22.604927,106.607127
22.615064,106.631436
22.630554,106.717482
22.763882,106.787491
22.803054,106.778318
22.821945,106.757491
22.866945,106.7029
22.913609,106.592482
22.932673,106.521963
22.905691,106.500263
22.890554,106.4736
22.853327,106.341236
22.857082,106.294291
22.872145,106.256136
22.904164,106.252063
22.938609,106.237491
22.955554,106.223591
22.973882,106.195609
22.988609,106.134718
22.990827,106.077491
22.982491,106.014845
22.952809,106.005691
22.938191,105.991363
22.912527,105.877063
22.956382,105.835818
23.004718,105.788882
23.020136,105.7686
23.062909,105.639263
23.063327,105.573909
23.096782,105.565691
23.110554,105.565263
23.134718,105.561372
23.162427,105.5513
23.183073,105.5274
23.280691,105.399154
23.324164,105.358727
23.304445,105.258045
23.180273,104.907491
23.099264,104.824536
22.9625,104.852209
22.818054,104.731927
22.813054,104.673454
22.826173,104.6513
22.83,104.573609
22.809164,104.539427
22.770973,104.494291
22.741936,104.461109
22.6875,104.3747
22.687264,104.358991
22.734927,104.265182
22.773745,104.254582
22.827882,104.259154
22.798118,104.1113
22.740554,104.061509
22.686382,104.033872
22.573191,104.011372
22.552636,104.016518
22.523245,104.008582
22.503873,103.968663
22.537773,103.909418
22.577218,103.8611
22.607773,103.826945
22.651391,103.794145
22.782873,103.653809
22.779445,103.6181
22.698191,103.566382
22.648609,103.583736
22.587427,103.537282
22.584364,103.522418
22.591527,103.507627
22.610273,103.486927
22.639164,103.459854
22.704745,103.426609
22.771873,103.394991
22.792082,103.3597
22.794509,103.333672
22.5425,103.166927
22.440827,103.064709
22.436518,103.0304
22.482291,102.928936
22.554436,102.8806
22.592882,102.870009
22.684164,102.702472
22.765,102.521382
22.7718,102.500963
22.771873,102.474436
22.753745,102.454082
22.688327,102.426091
22.609164,102.388891
22.491664,102.269709
22.423327,102.167482
22.396282,102.140745
22.432982,102.114845
22.454854,102.030963
22.437354,101.925263
22.489436,101.799991
22.499927,101.773518
22.497773,101.741509
22.472218,101.691363
22.443327,101.670954
22.411527,101.661927
22.3884,101.675472
22.280691,101.625945
22.209164,101.574436
21.970409,101.627127
21.933327,101.672763
21.834445,101.765263
21.732073,101.752345
21.653464,101.781663
21.496664,101.767491
21.453327,101.760536
21.357773,101.743309
21.313891,101.740954
21.292909,101.768663
21.285554,101.806509
21.253464,101.848454
21.239536,101.849518
21.216109,101.845263
21.144509,101.785954
21.139491,101.732563
21.175,101.703327
21.196382,101.677063
21.234718,101.608872
21.247218,101.570545
21.2468,101.508609
21.223191,101.387491
21.188745,101.338172
21.176873,101.291927
21.210409,101.2536
21.252009,101.234636
21.333327,101.247209
21.374436,101.264845
21.558891,101.184709
21.572636,101.148236
21.603673,101.169427
21.634854,101.167063
21.770518,101.120563
21.769027,101.099009
21.646664,100.835818
21.608054,100.808318
21.588054,100.800191
21.511109,100.721236
21.476936,100.639709
21.452354,100.572209
21.462145,100.477272
21.494718,100.456372
21.529445,100.4265
21.538191,100.373172
21.524791,100.345472
21.476936,100.282763
21.435464,100.205682
21.461109,100.167482
21.514509,100.120263
21.585136,100.107609
21.634164,100.141372
21.686109,100.084154
21.699854,99.998454
21.725545,99.977627
21.821245,99.9422
21.856664,99.945954
21.891936,99.959154
21.917218,99.9747
21.964373,99.990391
22.050182,99.957409
22.060554,99.892209
22.073745,99.743936
22.039718,99.709154
22.075409,99.685527
22.087354,99.659845
22.108891,99.588045
22.135827,99.465545
22.121382,99.434709
22.106382,99.409572
22.093473,99.366782
22.1125,99.2411
22.155918,99.167845
22.404854,99.293245
22.436936,99.330827
22.454464,99.348372
22.469164,99.362491
22.487082,99.376372
22.506945,99.384572
22.590209,99.386172
22.709991,99.344572
22.869991,99.442472
22.912636,99.514427
22.917773,99.551372
22.936591,99.564845
23.082045,99.5113
23.134227,99.357763
23.117636,99.257909
23.106627,99.233772
23.100273,99.201663
23.103882,99.104145
23.189164,98.927472
23.284164,98.9211
23.327218,98.9247
23.412491,98.915327
23.443054,98.904163
23.473045,98.887418
23.485827,98.862618
23.480482,98.8279
23.541736,98.806645
23.637773,98.852763
23.760727,98.817172
23.816391,98.687482
23.970754,98.679909
23.985827,98.727482
23.998009,98.754854
24.062582,98.848754
24.0784,98.869691
24.101618,98.897472
24.125164,98.905118
24.160073,98.890727
24.146064,98.874972
24.130436,98.852027
24.095336,98.586536
24.124436,98.546991
24.131027,98.514082
24.134954,98.446591
24.125309,98.220782
24.119445,98.187727
24.0891,98.064482
24.082864,98.043636
24.026664,97.912491
24.013327,97.896791
23.980545,97.865263
23.922773,97.764709
23.883882,97.691927
23.8517,97.649982
23.869164,97.645536
23.8884,97.633872
23.921109,97.581372
23.929991,97.547618
23.948609,97.537209
24.053054,97.644145
24.093473,97.6947
24.114436,97.721227
24.135273,97.736372
24.161245,97.748454
24.260554,97.7593
24.375273,97.712772
24.442218,97.665118
24.476664,97.543045
24.536945,97.556636
24.565136,97.561791
24.666664,97.568191
24.716127,97.560327
24.739927,97.552554
24.761945,97.5786
24.822773,97.671372
24.834445,97.689418
24.918882,97.736645
24.981382,97.722763
25.064718,97.725818
25.091391,97.757636
25.1375,97.789427
25.170273,97.806091
25.208882,97.8147
25.2509,97.827354
25.266936,97.8522
25.247218,97.885609
25.211727,97.908945
25.216173,97.944972
25.310691,98.065818
25.39,98.124691
25.410273,98.135545
25.550273,98.168045
25.571109,98.167354
25.615273,98.191082
25.593054,98.2272
25.552354,98.307591
25.569445,98.361372
25.591945,98.383045
25.691109,98.438582
25.764164,98.477909
25.796736,98.482563
25.844891,98.540782
25.823745,98.583318
25.803327,98.628591
25.855973,98.7104
25.8925,98.714291
25.953882,98.655254
25.989227,98.605809
26.083327,98.575272
26.125273,98.569445
26.1375,98.591091
26.147845,98.648663
26.120691,98.647354
26.100136,98.655336
26.106382,98.679018
26.1325,98.7086
26.184718,98.731091
26.247636,98.704154
26.362773,98.726654
26.426109,98.745818
26.605827,98.775545
26.639582,98.778454
26.791664,98.777772
26.894164,98.760545
27.005554,98.738591
27.132773,98.710818
27.208045,98.691227
27.228609,98.693454
27.253191,98.712209
27.321591,98.735745
27.363091,98.7321
27.379854,98.702482
27.4693,98.685809
27.529718,98.696991
27.605273,98.6461
27.650827,98.533327
27.6725,98.458882
27.632773,98.426091
27.590827,98.424282
27.556945,98.407
27.533054,98.376791
27.528745,98.347354
27.540136,98.319918
27.573327,98.303172
27.6325,98.292072
27.696945,98.263318
27.751391,98.230272
27.84,98.195818
28.008327,98.146236
28.121109,98.156236
28.148882,98.144991
28.156318,98.136218
28.215654,98.016345
28.2693,98.020336
28.378954,97.902072
28.372354,97.853318
28.355409,97.837
28.345764,97.804636
28.420345,97.743382
28.456382,97.736645
28.501527,97.722072
28.519027,97.7061
28.546527,97.558872
28.416936,97.496372
28.3375,97.482754
28.297709,97.468882
28.292154,97.445536
28.295,97.415818
28.244927,97.360118
28.222773,97.348872
28.225902,97.337472
28.23423,97.307137
28.286663,97.248032
28.309027,97.2379
28.373054,97.149154
28.381941,97.128181
28.380273,97.098736
28.358054,97.053245
28.333885,97.013885
28.3325,96.984709
28.366665,96.814698
28.376801,96.778664
28.406109,96.757491
28.422913,96.744705
28.458328,96.675262
28.467495,96.65387
28.468466,96.598732
28.416109,96.451154
28.351111,96.401929
28.392773,96.361649
28.524999,96.340272
28.568464,96.3954
28.590691,96.430263
28.760727,96.615427
28.795692,96.613731
28.813891,96.601936
28.896385,96.533875
28.968327,96.484421
29.03611,96.495819
29.056664,96.470827
29.033264,96.347136
29.015691,96.3186
28.992773,96.297209
28.974995,96.282211
28.959438,96.268326
28.94083,96.250275
28.92194,96.223312
28.901385,96.175325
28.936802,96.149712
29.059718,96.148882
29.147217,96.218872
29.164509,96.258745
29.167217,96.287491
29.170827,96.317491
29.181385,96.348877
29.257564,96.391727
29.286247,96.358452
29.273891,96.341663
29.242355,96.29248
29.243745,96.261937
29.255973,96.233182
29.277222,96.213318
29.31291,96.186854
29.351454,96.180682
29.39555,96.147766
29.464439,96.083145
29.461246,96.052345
29.43291,96.014364
29.39583,95.948875
29.391384,95.928314
29.342773,95.7897
29.255,95.624691
29.191109,95.541363
29.136108,95.525269
29.054092,95.461437
29.041386,95.439148
29.035275,95.387772
29.042219,95.354012
29.1175,95.129972
29.140054,94.982454
29.174991,94.864082
29.260799,94.792267
29.336531,94.697357
29.333464,94.647509
29.2724,94.59317
29.231529,94.5812
29.214754,94.538854
29.218564,94.481436
29.215509,94.427754
29.141239,94.308144
29.073482,94.234554
29.00893,94.191673
28.974829,94.187446
28.9307,94.152454
28.893554,94.094554
28.836027,94.0211
28.808809,94.009291
28.727064,93.985363
28.669201,93.961723
28.686741,93.892937
28.690382,93.858509
28.677601,93.731934
28.66423,93.689629
28.647464,93.647291
28.653609,93.595209
28.66523,93.544037
28.675591,93.525
28.679164,93.502063
28.655691,93.440482
28.635559,93.390442
28.618764,93.351936
28.595018,93.328663
28.54047,93.320389
28.492964,93.281518
28.418318,93.215536
28.387445,93.238163
28.343082,93.237663
28.3193,93.222054
28.31654,93.126244
28.310264,93.045709
28.232564,92.929872
28.198721,92.887337
28.200094,92.852875
28.212764,92.830036
28.168921,92.752899
28.141899,92.710442
28.114759,92.687141
28.080709,92.675245
28.06016,92.686523
28.041145,92.720772
27.979027,92.719572
27.955549,92.699417
27.916245,92.643727
27.86194,92.544983
27.826391,92.452472
27.806391,92.34137
27.79472,92.3311
27.79611,92.3147
27.8684,92.265536
27.819719,92.257345
27.8125,92.190246
27.818331,92.146103
27.8125,92.118317
27.786664,92.074436
27.750273,92.046354
27.73472,92.014427
27.728609,91.978318
27.73111,91.88472
27.766391,91.824418
27.764721,91.657763
27.777773,91.656645
27.836109,91.653045
27.869436,91.656718
27.897982,91.673945
27.929164,91.677063
27.945,91.662763
27.957773,91.638736
27.969436,91.606936
27.991382,91.520536
27.989518,91.501118
27.9893,91.485263
27.997218,91.45
28.010554,91.419436
28.041945,91.356936
28.063054,91.3261
28.081109,91.301372
28.074718,91.218872
28.026109,91.164991
28.002082,91.145545
27.983609,91.131645
27.971936,91.112345
27.969991,91.086927
27.976936,91.0204
27.992354,90.993454
28.019164,90.967754
28.0325,90.951382
28.046527,90.9179
28.050554,90.868872
28.048054,90.840272
28.064718,90.756654
28.078609,90.650545
28.075409,90.626654
28.075136,90.556154
28.080554,90.532482
28.079164,90.510554
28.071664,90.466382
28.079582,90.3765
28.098473,90.353318
28.1325,90.356645
28.150554,90.366382
28.169582,90.379291
28.200545,90.3954
28.242564,90.388972
28.2593,90.346509
28.2643,90.319427
28.275409,90.286518
28.284718,90.248872
28.290273,90.225536
28.300554,90.178591
28.325,90.020682
28.323691,89.998191
28.271382,89.863036
28.251664,89.836654
28.194718,89.791854
28.175554,89.746372
28.174436,89.721236
28.173609,89.692754
28.159436,89.626509
28.141664,89.588191
28.057773,89.487491
28.034164,89.467754
28.017218,89.4561
28.008382,89.450427
27.95,89.409427
27.933054,89.398036
27.915273,89.386936
27.871664,89.359982
27.8275,89.269145
27.807218,89.236991
27.778191,89.218454
27.738045,89.200272
27.6968,89.179563
27.675,89.166227
27.623327,89.128036
27.571664,89.128582
27.550554,89.104982
27.538327,89.086382
27.523609,89.057618
27.509854,89.015536
27.488882,88.984982
27.466382,88.967491
27.430827,88.956236
27.385273,88.946636
27.368327,88.935527
27.345554,88.9236
27.320833,88.916929
27.333332,88.895828
27.386664,88.823318
27.416386,88.799713
27.443609,88.781245
27.542427,88.764641
27.615829,88.801376
27.632218,88.813309
27.654582,88.830545
27.724027,88.854991
27.839582,88.881091
27.875554,88.8772
27.89555,88.873032
28.008054,88.835754
28.051109,88.773318
28.069717,88.74054
28.116802,88.624352
28.068473,88.553463
28.040554,88.509154
27.983609,88.390827
27.979718,88.331372
27.949373,88.138118
27.907009,88.122063
27.878464,88.132063
27.866054,88.142791
27.892218,88.091663
27.898609,88.054427
27.888609,88.027772
27.885827,88.003054
27.89,87.976927
27.917218,87.872618
27.910691,87.849009
27.869718,87.825272
27.843882,87.804563
27.825,87.780272
27.813054,87.751391
27.805,87.720536
27.828882,87.660536
27.813609,87.626082
27.814854,87.590545
27.840273,87.536654
27.843054,87.408872
27.822218,87.329163
27.816391,87.306091
27.823054,87.192745
27.844027,87.141518
27.891245,87.097072
27.9243,87.086518
27.963254,87.032554
27.947636,86.947072
27.969718,86.903591
28.030554,86.759991
28.055973,86.7561
28.082218,86.7561
28.100554,86.728591
28.111664,86.695263
28.113054,86.5886
28.100418,86.569436
28.024164,86.541091
27.959718,86.537763
27.940273,86.517763
27.908882,86.451372
27.945,86.352063
28.011391,86.223045
28.072082,86.196918
28.112354,86.214572
28.158054,86.197691
28.086736,86.096227
28.026945,86.103863
27.980827,86.123872
27.935336,86.135963
27.890827,86.089418
27.888045,86.069718
27.886245,86.0054
27.910136,85.976372
28.013054,85.951663
28.148609,85.887772
28.167336,85.869418
28.173609,85.847209
28.185273,85.820545
28.206109,85.780818
28.242636,85.742482
28.279164,85.721372
28.2825,85.5836
28.301664,85.458882
28.300136,85.436918
28.279718,85.413882
28.266391,85.397218
28.263609,85.376645
28.272218,85.283872
28.278609,85.236927
28.295273,85.139982
28.306664,85.110954
28.316391,85.103318
28.395827,85.1136
28.465273,85.135127
28.53,85.181927
28.591036,85.195182
28.636664,85.106936
28.641382,85.072218
28.634227,85.052272
28.603882,85.031663
28.542082,84.947209
28.544445,84.846645
28.551936,84.823318
28.607218,84.703109
28.651527,84.708454
28.702773,84.636382
28.712491,84.570827
28.734018,84.486227
28.759164,84.459154
28.8125,84.430263
28.849164,84.405545
28.863327,84.3886
28.8718,84.326518
28.913609,84.244427
28.918882,84.236927
28.976109,84.232754
29.053891,84.239972
29.13,84.162072
29.156664,84.159427
29.183327,84.1804
29.209718,84.180954
29.260973,84.116509
29.296945,83.9761
29.289718,83.912491
29.242773,83.750827
29.228882,83.720536
29.206382,83.695118
29.183882,83.688309
29.163327,83.672272
29.169436,83.6361
29.165827,83.628582
29.164718,83.605945
29.189027,83.547909
29.365554,83.414427
29.416382,83.380536
29.437636,83.377482
29.466109,83.379154
29.490554,83.354427
29.58,83.257491
29.631664,83.191082
29.633054,83.164991
29.622082,83.120809
29.623327,83.059982
29.658327,83.018054
29.67,82.9986
29.690618,82.908245
29.666936,82.872063
29.733882,82.776654
29.838327,82.652354
29.892218,82.5986
30.010273,82.420818
30.075,82.224918
30.069236,82.175254
30.120409,82.151236
30.334445,82.111227
30.363882,81.951382
30.376664,81.853045
30.363745,81.808318
30.392491,81.728045
30.419164,81.654982
30.424718,81.630254
30.384436,81.560527
30.358327,81.550536
30.332082,81.545682
30.341527,81.4936
30.359436,81.466382
30.377218,81.446927
30.385,81.426227
30.375554,81.4086
30.315273,81.390963
30.265554,81.392763
30.1725,81.380818
30.078054,81.2986
30.067218,81.278591
30.056382,81.247482
30.028745,81.253327
30.011945,81.232209
30.017773,81.199845
30.030418,81.160954
30.019445,81.119427
30.084718,81.0961
30.128609,81.073882
30.176109,81.044436
30.204354,81.025363
30.213327,81.030128
30.263956,80.993523
30.274858,80.947762
30.2859,80.902
30.324163,80.808731
30.337082,80.790954
30.36,80.773882
30.38562,80.758598
30.472082,80.611791
30.476245,80.5854
30.477219,80.521381
30.526373,80.402791
30.566109,80.316231
30.570829,80.289429
30.574165,80.232758
30.575518,80.207002
30.597773,80.224018
30.733745,80.254227
30.795136,80.188591
30.884445,79.960818
30.8849,79.949809
30.887913,79.929703
30.919163,79.898041
30.949782,79.886036
30.96583,79.863037
30.9893,79.745263
30.973609,79.660545
30.956522,79.632484
30.938467,79.609978
30.957082,79.554291
31.052218,79.419436
31.101067,79.39325
31.120554,79.339709
31.134582,79.314428
31.241664,79.241791
31.30097,79.217903
31.32597,79.220604
