USA,
Lat,Lon
46.507073,-84.120064
46.465691,-84.144582
46.445264,-84.154446
46.425,-84.160282
46.394164,-84.157646
46.240273,-84.1025
46.220273,-84.089718
46.203045,-84.076673
46.070482,-83.954318
46.070564,-83.923755
46.094618,-83.890546
46.125545,-83.838336
46.1261,-83.663055
46.1211,-83.619164
46.114154,-83.596118
46.101936,-83.572082
46.040136,-83.479018
46.011936,-83.447773
45.961664,-83.487782
45.918054,-83.5239
45.827218,-83.597782
45.785,-83.500291
45.683327,-83.270846
45.612773,-83.112209
45.585264,-83.050827
45.541936,-82.954182
45.411936,-82.665009
45.3961,-82.629991
45.355827,-82.543064
44.882764,-82.430555
44.460818,-82.331682
43.952218,-82.214446
43.585264,-82.130282
43.553045,-82.146118
43.391382,-82.228882
43.346382,-82.252791
43.210545,-82.322236
43.049164,-82.404173
43.018636,-82.418782
42.901382,-82.463482
42.826382,-82.481527
42.796382,-82.474091
42.760827,-82.472918
42.719154,-82.484727
42.627636,-82.517364
42.599436,-82.535827
42.563745,-82.579036
42.555754,-82.618191
42.5453,-82.662655
42.508327,-82.704455
42.483327,-82.73
42.442909,-82.769173
42.418045,-82.801246
42.396945,-82.841382
42.3575,-82.940555
42.344709,-82.975827
42.339154,-83.002227
42.331936,-83.027218
42.319573,-83.055664
42.299354,-83.084546
42.265273,-83.112918
42.245827,-83.123318
42.220827,-83.132491
42.201382,-83.137218
42.046109,-83.168609
42.008327,-83.150282
41.970545,-83.130827
41.946191,-83.117418
41.867354,-83.076391
41.683873,-82.696655
41.681936,-82.649991
41.6761,-82.462782
41.675554,-82.425282
41.763882,-82.238891
41.774436,-82.218064
41.960273,-81.822236
42.052773,-81.623609
42.145,-81.424436
42.224991,-81.249164
42.279164,-80.869155
42.326618,-80.528546
42.329164,-80.510282
42.398191,-80.091536
42.520273,-79.776673
42.5247,-79.763427
42.600709,-79.566455
42.702491,-79.299436
42.757218,-79.154446
42.769154,-79.121109
42.819991,-78.986936
42.8336,-78.965836
42.865964,-78.934155
42.901936,-78.917782
42.936245,-78.920346
42.954018,-78.9452
42.959709,-78.975273
42.982209,-79.013755
43.009718,-79.042082
43.085545,-79.081118
43.140545,-79.054646
43.163045,-79.044864
43.259582,-79.053746
43.2794,-79.066791
43.382491,-79.132218
43.465545,-79.184718
43.497773,-79.095273
43.521936,-79.028064
43.553882,-78.938327
43.629436,-78.724718
43.6375,-78.663055
43.638327,-78.388064
43.639436,-77.887218
43.639436,-77.857773
43.639164,-77.73
43.6386,-77.582782
43.636654,-77.288327
43.634436,-76.974164
43.633327,-76.809446
43.7686,-76.697491
43.915827,-76.583618
43.934154,-76.569455
43.983045,-76.531391
44.102073,-76.437355
44.1211,-76.410282
44.150991,-76.363373
44.343182,-76.0611
44.351382,-76.040836
44.353327,-76.019455
44.357064,-75.989973
44.364154,-75.966109
44.384991,-75.904446
44.398045,-75.872082
44.418882,-75.845273
44.440545,-75.831255
44.472491,-75.822636
44.487073,-75.806664
44.546391,-75.736118
44.588045,-75.6825
44.631382,-75.623055
44.673882,-75.5625
44.691373,-75.537218
44.785827,-75.395846
44.841936,-75.309718
44.857218,-75.278064
44.898609,-75.170546
44.9836,-74.996118
45.016664,-74.850282
45.018464,-74.820546
45.008882,-74.777782
45.002218,-74.751109
45.006718,-74.682018
44.992218,-74.249164
45,-73.911646
45.006664,-73.622773
45.010582,-73.367964
45.009418,-73.353
45.011627,-73.341646
45.018327,-72.956391
45.020827,-72.778882
45.017209,-72.510282
45.017491,-72.459164
45.018773,-72.271655
45.019436,-72.049991
45.019154,-71.892773
45.019991,-71.554718
45.020545,-71.494155
45.049436,-71.498055
45.077973,-71.488746
45.102773,-71.459164
45.127773,-71.4343
45.2144,-71.401391
45.25,-71.424436
45.296936,-71.321109
45.303745,-71.295691
45.296382,-71.272509
45.276518,-71.236391
45.266109,-71.211673
45.255827,-71.179718
45.252773,-71.1432
45.307709,-71.085127
45.326664,-71.021118
45.241027,-70.876591
45.4636,-70.697082
45.477764,-70.712782
45.497218,-70.725
45.528327,-70.720273
45.571936,-70.693055
45.627773,-70.631946
45.660818,-70.576955
45.672764,-70.555264
45.711936,-70.466664
45.778045,-70.393891
45.909091,-70.258055
45.960409,-70.244927
45.973318,-70.269446
45.979991,-70.304855
46.078882,-70.305555
46.203045,-70.287782
46.279164,-70.242491
46.336382,-70.200291
46.393609,-70.119155
46.417564,-70.078409
46.431382,-70.057082
46.453882,-70.047773
46.474991,-70.044155
46.509991,-70.038609
46.587491,-70.026946
46.698045,-70.009173
46.715827,-69.992764
46.862209,-69.847227
46.996936,-69.712509
47.055264,-69.653882
47.283336,-69.423618
47.400273,-69.305264
47.467891,-69.236064
47.459164,-69.128327
47.431027,-69.045627
47.403118,-69.044582
47.380545,-69.052491
47.342073,-69.055827
47.302073,-69.055127
47.293782,-69.053591
47.281936,-69.051109
47.255554,-69.032227
47.218873,-68.961955
47.189018,-68.891536
47.208882,-68.831682
47.224709,-68.787509
47.232764,-68.761946
47.289718,-68.564709
47.349164,-68.370409
47.3618,-68.343055
47.365136,-68.314855
47.351936,-68.245
47.341664,-68.208618
47.332773,-68.185818
47.190473,-67.960973
47.168609,-67.950009
47.114436,-67.892227
47.100545,-67.866946
47.069991,-67.795
46.921382,-67.791673
46.787773,-67.788891
46.283336,-67.779173
45.9575,-67.772509
45.888327,-67.786664
45.784718,-67.806382
45.731373,-67.804446
45.695827,-67.794509
45.632073,-67.660555
45.611664,-67.5739
45.601382,-67.507509
45.608327,-67.477782
45.613609,-67.458055
45.585473,-67.413127
45.524991,-67.421246
45.495827,-67.481836
45.333054,-67.450564
45.283882,-67.464309
45.263054,-67.455273
45.215,-67.4225
45.196382,-67.405964
45.150273,-67.338682
45.154918,-67.305827
45.180127,-67.290073
45.199991,-67.264246
45.193882,-67.236118
45.183036,-67.206546
45.168327,-67.162773
45.098327,-67.105
44.984991,-67.034436
44.952136,-67.075055
44.931418,-67.126755
44.925718,-67.192046
44.899154,-67.178609
44.878436,-67.121891
44.869309,-67.091591
44.886936,-67.074891
44.900936,-67.057882
44.866382,-66.983055
44.827909,-66.970836
44.8036,-66.996946
44.660264,-67.189991
44.643054,-67.263755
44.628327,-67.415836
44.649836,-67.503482
44.666864,-67.546036
44.6343,-67.564991
44.596936,-67.561391
44.552491,-67.562909
44.5125,-67.711109
44.520127,-67.735836
44.546945,-67.775282
44.493882,-67.865009
44.426936,-67.936391
44.405818,-67.973618
44.393327,-68.009173
44.3518,-68.059473
44.404709,-68.094791
44.454991,-68.107918
44.466382,-68.270009
44.465882,-68.321155
44.447118,-68.364255
44.422218,-68.378873
44.399373,-68.4632
44.422491,-68.504182
44.418882,-68.559155
44.321173,-68.549164
44.306382,-68.615827
44.330273,-68.813191
44.458045,-68.793882
44.517491,-68.751109
44.555891,-68.731591
44.574609,-68.796864
44.522264,-68.810946
44.473045,-68.849727
44.462209,-68.902218
44.441718,-68.980836
44.256945,-69.022509
44.128882,-69.083609
44.099509,-69.081673
44.100964,-69.0502
44.066109,-69.065564
43.980273,-69.199155
43.938045,-69.248336
43.997218,-69.298046
44.046945,-69.37
43.925273,-69.458891
43.869436,-69.486936
43.850409,-69.500418
43.874573,-69.540718
43.897827,-69.553555
43.937327,-69.551046
43.975609,-69.556446
44.024264,-69.528609
43.958264,-69.588909
43.919645,-69.591418
43.884473,-69.587018
43.900836,-69.6512
44.003464,-69.642364
44.019436,-69.626664
44.038845,-69.617327
44.028882,-69.643055
44.008609,-69.664446
43.9671,-69.679055
43.905518,-69.717264
43.882436,-69.692718
43.8411,-69.7
43.792082,-69.7193
43.830164,-69.752018
43.963018,-69.781918
44.047564,-69.779382
44.0743,-69.7716
43.992354,-69.873464
43.968736,-69.868046
43.927682,-69.830409
43.902773,-69.818555
43.866273,-69.812718
43.788773,-69.800646
43.716173,-69.831391
43.759436,-69.851673
43.800827,-69.856946
43.864718,-69.922227
43.875336,-69.9916
43.827773,-70.091946
43.806382,-70.129991
43.780545,-70.1725
43.724991,-70.208346
43.674018,-70.231109
43.652218,-70.252791
43.658045,-70.216246
43.642909,-70.196591
43.575545,-70.191873
43.556664,-70.2907
43.461109,-70.345836
43.442764,-70.353882
43.403045,-70.393618
43.357773,-70.451518
43.356654,-70.482082
43.354227,-70.514027
43.323609,-70.549164
43.297627,-70.569591
43.257073,-70.583746
43.226518,-70.571673
43.177773,-70.601673
43.0845,-70.671182
43.100127,-70.693955
43.119918,-70.7234
43.078027,-70.737591
43.0577,-70.704509
43.023045,-70.719446
42.975818,-70.759173
42.938873,-70.790273
42.893609,-70.810818
42.877582,-70.812909
42.743327,-70.807636
42.7159,-70.805973
42.654573,-70.746736
42.641691,-70.662418
42.663882,-70.664591
42.680545,-70.643064
42.690818,-70.617773
42.652836,-70.581809
42.595409,-70.628882
42.560818,-70.779173
42.540764,-70.868255
42.507773,-70.888064
42.367218,-71.044864
42.304854,-71.039509
42.240682,-70.957364
42.257218,-70.867846
42.274436,-70.848891
42.245409,-70.7571
42.213882,-70.717646
42.057282,-70.651736
41.997218,-70.682218
41.963882,-70.645073
41.948045,-70.594655
41.951664,-70.573618
41.934436,-70.534027
41.865409,-70.521391
41.839718,-70.527364
41.805964,-70.526836
41.755482,-70.451946
41.713882,-70.332918
41.708882,-70.293609
41.7436,-70.204727
41.753327,-70.172227
41.759582,-70.146391
41.761936,-70.111936
41.7686,-70.085282
41.792564,-70.019309
41.830409,-69.990973
41.912627,-69.988609
42.039436,-70.106946
42.058945,-70.134436
42.055827,-70.172627
42.029036,-70.187236
42.073945,-70.244018
42.090545,-70.226109
42.087491,-70.144164
42.077636,-70.112209
42.058882,-70.074173
42.022636,-70.033336
41.996936,-70.007509
41.980818,-69.993055
41.954164,-69.977218
41.920409,-69.959591
41.856654,-69.934718
41.832218,-69.927218
41.719982,-69.928327
41.6725,-69.935409
41.668436,-69.987827
41.669445,-70.017773
41.669991,-70.047227
41.668327,-70.089173
41.655545,-70.185409
41.644154,-70.232227
41.634718,-70.358046
41.633536,-70.418464
41.604164,-70.439436
41.560054,-70.485618
41.539436,-70.648609
41.602491,-70.658891
41.641664,-70.651109
41.701382,-70.634173
41.727764,-70.726109
41.629991,-70.813891
41.553882,-70.926391
41.510554,-71.065555
41.510827,-71.128055
41.4943,-71.142373
41.468318,-71.188327
41.498327,-71.202227
41.549018,-71.207782
41.640545,-71.206255
41.6675,-71.198609
41.671254,-71.195982
41.719709,-71.156536
41.748882,-71.135564
41.789509,-71.114855
41.725264,-71.216109
41.709236,-71.236546
41.677491,-71.234718
41.653045,-71.271391
41.664645,-71.307836
41.806691,-71.389446
41.605,-71.413891
41.483882,-71.421809
41.461109,-71.428046
41.393054,-71.474718
41.369991,-71.511673
41.3768,-71.535282
41.376936,-71.563609
41.373318,-71.589718
41.353882,-71.671664
41.337773,-71.733064
41.325827,-71.782227
41.321664,-71.808336
41.318827,-71.845791
41.341027,-71.878609
41.347491,-71.959446
41.3261,-72.183318
41.305964,-72.235418
41.287082,-72.254864
41.2711,-72.388346
41.263609,-72.531391
41.274164,-72.568073
41.279164,-72.606946
41.277491,-72.636127
41.258327,-72.818346
41.254364,-72.890355
41.286109,-72.906391
41.273318,-72.936391
41.214154,-73.041382
41.177773,-73.103609
41.157773,-73.150555
41.170827,-73.177782
41.135827,-73.276673
41.118327,-73.322782
41.094709,-73.379164
41.068327,-73.433609
41.0511,-73.471936
41.015827,-73.559436
41.007518,-73.645509
40.983882,-73.646046
40.953945,-73.677218
40.9543,-73.708482
40.925273,-73.748609
40.879991,-73.781682
40.8261,-73.822782
40.798045,-73.934155
40.870545,-73.923327
40.916518,-73.903064
40.9436,-73.891682
40.973873,-73.883618
41.026664,-73.872909
41.064436,-73.866673
41.089154,-73.866109
41.158882,-73.873327
41.178745,-73.877909
41.304436,-73.951282
41.268391,-73.986109
41.204227,-73.960073
41.187627,-73.9361
41.170127,-73.918064
41.145827,-73.913055
40.989564,-73.904346
40.980818,-73.903609
40.959436,-73.904173
40.904436,-73.928327
40.717345,-74.020982
40.669154,-74.0864
40.663391,-74.119782
40.692982,-74.107282
40.713391,-74.108609
40.700827,-74.1339
40.641036,-74.1993
40.552218,-74.2525
40.522218,-74.259173
40.466382,-74.262982
40.452491,-74.244155
40.437627,-74.2
40.438045,-74.083891
40.458845,-73.995655
40.398182,-73.956391
40.3,-73.952227
40.029436,-74.021118
39.774854,-74.088264
39.877073,-74.082927
39.939991,-74.066664
39.965827,-74.051946
39.999718,-74.044446
40.052982,-74.045546
40.047845,-74.0716
39.950827,-74.100827
39.780545,-74.171109
39.746527,-74.178464
39.724991,-74.156318
39.703745,-74.151318
39.670545,-74.181673
39.643609,-74.211118
39.561382,-74.319455
39.516109,-74.405564
39.474664,-74.376573
39.441282,-74.393264
39.458936,-74.422473
39.443527,-74.441082
39.421064,-74.462591
39.400018,-74.447318
39.391109,-74.428746
39.353991,-74.420409
39.315964,-74.522427
39.336654,-74.515564
39.334991,-74.554173
39.2902,-74.650109
39.279573,-74.611527
39.257545,-74.599973
39.193045,-74.6514
39.089991,-74.711118
39.038045,-74.759173
38.971936,-74.820827
38.950827,-74.8468
38.938327,-74.876391
38.927354,-74.908336
38.922982,-74.945273
38.933318,-74.964446
38.985409,-74.957364
39.0093,-74.948473
39.036382,-74.931109
39.071664,-74.907773
39.104018,-74.892364
39.1409,-74.882636
39.169018,-74.894936
39.189709,-74.923891
39.213882,-75.040836
39.2075,-75.0864
39.232764,-75.164446
39.313882,-75.311109
39.353609,-75.378327
39.378045,-75.4157
39.465336,-75.526946
39.500545,-75.542773
39.620409,-75.557218
39.7568,-75.452782
39.782773,-75.424309
39.799718,-75.400555
39.818054,-75.368327
39.829436,-75.344727
39.842764,-75.289173
39.863327,-75.196109
39.873945,-75.137564
39.900545,-75.101109
39.964436,-75.065555
40.012309,-75.028518
40.010273,-75.038891
40.000545,-75.06
39.973318,-75.111664
39.956664,-75.126382
39.935409,-75.138482
39.895545,-75.177218
39.872764,-75.221664
39.863882,-75.309436
39.849509,-75.361109
39.821945,-75.409718
39.811954,-75.421446
39.788327,-75.459446
39.648882,-75.588609
39.614018,-75.604436
39.452909,-75.572155
39.416664,-75.527218
39.310691,-75.432636
39.246245,-75.395418
39.200754,-75.392436
39.157491,-75.405482
39.077773,-75.389027
38.918882,-75.302218
38.816664,-75.188327
38.694991,-75.14
38.597773,-75.200836
38.578609,-75.170273
38.589436,-75.140418
38.586936,-75.063891
38.479709,-75.038464
38.4575,-75.039718
38.450854,-75.043682
38.449718,-75.040782
38.417209,-75.044582
38.362773,-75.056664
38.340964,-75.0733
38.408054,-75.061246
38.446654,-75.060482
38.453418,-75.065309
38.4576,-75.079418
38.453164,-75.082855
38.445827,-75.079455
38.328809,-75.095
38.241518,-75.154446
38.224364,-75.183536
38.109164,-75.329455
38.082636,-75.355827
38.034164,-75.368609
38.024382,-75.370036
37.9886,-75.399736
37.919445,-75.412218
37.814718,-75.490964
37.798336,-75.503346
37.681109,-75.570009
37.577354,-75.608955
37.559018,-75.596527
37.497318,-75.660136
37.523882,-75.687636
37.552418,-75.7011
37.547773,-75.720555
37.452773,-75.803882
37.372491,-75.841673
37.347491,-75.8425
37.2761,-75.851109
37.216936,-75.868055
37.152209,-75.960827
37.223873,-76.002791
37.270891,-76.016464
37.314718,-76.0082
37.497773,-75.956391
37.5761,-75.930555
37.608327,-75.916946
37.656654,-75.874718
37.724991,-75.781391
37.799164,-75.697218
37.840545,-75.662509
37.944709,-75.646118
37.961173,-75.644046
37.9736,-75.670273
37.979154,-75.693182
37.979436,-75.755
37.974709,-75.774446
37.963327,-75.800282
37.948182,-75.8207
37.928954,-75.851809
37.947564,-75.878536
37.985964,-75.882218
38.089154,-75.853055
38.145273,-75.912218
38.250273,-75.896118
38.398773,-75.846355
38.243882,-76.021946
38.226654,-76.037509
38.286382,-76.087782
38.349436,-76.161118
38.384645,-76.220791
38.343318,-76.222227
38.366936,-76.242491
38.4886,-76.321946
38.500545,-76.2975
38.510273,-76.246946
38.523045,-76.208346
38.534436,-76.185
38.568191,-76.166455
38.579436,-76.187218
38.573609,-76.214173
38.556309,-76.224655
38.551591,-76.264936
38.570273,-76.285
38.619709,-76.265291
38.611664,-76.177782
38.599936,-76.131627
38.586236,-76.103746
38.574854,-76.051936
38.573745,-76.028473
38.580136,-76.002636
38.593673,-75.975491
38.613327,-75.962782
38.651591,-75.960973
38.634154,-75.9793
38.607009,-76.002164
38.603327,-76.032773
38.613673,-76.067918
38.683873,-76.1911
38.739718,-76.204727
38.682009,-76.3209
38.688254,-76.342155
38.760554,-76.331955
38.818745,-76.300073
38.841036,-76.255173
38.813191,-76.215146
38.793609,-76.207509
38.7761,-76.1861
38.763191,-76.155964
38.772491,-76.132218
38.799091,-76.104436
38.886109,-76.141955
38.964091,-76.224655
38.922491,-76.296391
38.888045,-76.316955
38.851664,-76.356382
38.855409,-76.359864
38.895273,-76.357773
38.940691,-76.3475
38.967073,-76.338891
39.025754,-76.296836
38.996664,-76.266255
38.983882,-76.242082
38.981373,-76.22
38.984573,-76.191936
39.002636,-76.156109
39.141654,-76.072464
39.1125,-76.141391
39.060818,-76.220836
39.153673,-76.260146
39.316518,-76.168336
39.359936,-76.095836
39.389991,-75.977782
39.535827,-75.851391
39.571936,-75.835346
39.604164,-75.940827
39.548954,-76.084791
39.483464,-76.112009
39.458009,-76.063327
39.4311,-76.090291
39.371936,-76.187909
39.365554,-76.212773
39.387009,-76.229027
39.418882,-76.225282
39.444709,-76.256955
39.399991,-76.359727
39.375264,-76.351946
39.316936,-76.427782
39.302073,-76.48
39.258609,-76.451673
39.239154,-76.427364
39.2311,-76.407646
