USA,
Lat,Lon
28.591945,-96.025282
28.603882,-95.996518
28.632354,-95.981664
28.651036,-95.990682
28.645,-96.029727
28.634445,-96.059155
28.622773,-96.081391
28.612218,-96.106946
28.602082,-96.133609
28.581945,-96.217427
28.603264,-96.207218
28.602773,-96.183191
28.627291,-96.1408
28.695482,-96.192082
28.685136,-96.267364
28.736191,-96.394109
28.760273,-96.442909
28.725882,-96.437655
28.635482,-96.408673
28.622009,-96.375546
28.601382,-96.411527
28.5993,-96.431936
28.619445,-96.495546
28.647773,-96.5552
28.674164,-96.562636
28.697564,-96.562564
28.719227,-96.594718
28.711936,-96.644727
28.685554,-96.651318
28.566936,-96.583891
28.509445,-96.489991
28.441727,-96.399973
28.324164,-96.624709
28.315209,-96.659309
28.334091,-96.697009
28.369991,-96.702227
28.3977,-96.707082
28.437773,-96.746946
28.471518,-96.800336
28.409854,-96.845218
28.388045,-96.831809
28.348954,-96.783818
28.241382,-96.780836
28.140273,-96.882764
28.127082,-96.930973
28.121109,-96.983336
28.135827,-97.016109
28.186382,-97.028064
28.1618,-97.169373
28.068536,-97.213473
28.060273,-97.182918
28.04,-97.146664
28.028054,-97.144164
28.069718,-97.098064
28.091664,-97.046109
28.078609,-97.025836
28.031664,-97.0225
27.8218,-97.194509
27.8209,-97.226455
27.8525,-97.345273
27.878054,-97.492491
27.863818,-97.517091
27.825827,-97.484718
27.783336,-97.392773
27.715545,-97.315555
27.656109,-97.279727
27.395273,-97.386946
27.327291,-97.412991
27.306245,-97.49
27.377218,-97.525282
27.3448,-97.624691
27.370882,-97.638273
27.385554,-97.676936
27.432218,-97.723327
27.449718,-97.769336
27.395545,-97.723327
27.316982,-97.6767
27.276664,-97.660827
27.2525,-97.633891
27.235273,-97.533891
27.257773,-97.476946
27.262291,-97.429364
27.128054,-97.444446
27.030827,-97.475009
27.005482,-97.557418
26.9818,-97.565555
26.842082,-97.560409
26.816873,-97.539855
26.807009,-97.504027
26.790273,-97.491946
26.739436,-97.477491
26.545554,-97.423046
26.411945,-97.412782
26.369445,-97.401946
26.365136,-97.369436
26.246109,-97.318618
26.213327,-97.319455
26.161382,-97.317509
26.122773,-97.307218
25.981936,-97.240773
25.992491,-97.209309
26.027709,-97.180655
26.070136,-97.167882
26.040273,-97.150555
26.017218,-97.146118
25.979727,-97.141036
25.966427,-97.140736
25.967218,-97.160846
25.941109,-97.265291
25.92,-97.315291
25.893054,-97.346682
25.859654,-97.344736
25.839854,-97.364727
25.843327,-97.417227
25.898327,-97.514446
25.951109,-97.559446
26.005,-97.614455
26.029445,-97.648055
26.038054,-97.6789
26.058054,-97.803346
26.063609,-97.847509
26.058609,-97.979736
26.047773,-98.033336
26.038891,-98.060146
26.0625,-98.200009
26.097773,-98.286118
26.109164,-98.305282
26.153609,-98.361391
26.191664,-98.388064
26.223327,-98.439873
26.256109,-98.578336
26.256664,-98.604736
26.289718,-98.695564
26.314445,-98.730009
26.348891,-98.784182
26.391391,-98.925291
26.405827,-98.975573
26.435,-99.104736
26.526945,-99.132509
26.714445,-99.200564
26.803609,-99.239727
26.830827,-99.253346
26.859927,-99.271127
26.869854,-99.319246
27.046945,-99.458618
27.258054,-99.443346
27.476664,-99.4732
27.568054,-99.5039
27.600064,-99.530836
27.641245,-99.606182
27.641391,-99.653627
27.656945,-99.6964
27.668936,-99.7139
27.689164,-99.727436
27.714718,-99.7414
27.727145,-99.7589
27.737636,-99.7823
27.766664,-99.7982
27.771745,-99.8067
27.7743,-99.832927
27.805136,-99.860909
27.855554,-99.871946
27.903891,-99.880836
27.961664,-99.935009
27.984718,-99.962236
28.116391,-100.050846
28.155618,-100.078336
28.165691,-100.108473
28.1975,-100.1864
28.242773,-100.240282
28.280554,-100.281464
28.400409,-100.331264
28.425418,-100.329591
28.494718,-100.350846
28.518327,-100.359173
28.571109,-100.399446
28.626391,-100.443891
28.675836,-100.479864
28.704164,-100.492373
28.725709,-100.491818
28.822773,-100.527364
28.863609,-100.564455
28.894718,-100.590564
28.933327,-100.621946
28.958609,-100.634455
28.995827,-100.628209
29.109027,-100.665836
29.258745,-100.795709
29.35,-100.936955
29.437773,-101.025282
29.4615,-101.043
29.482082,-101.106673
29.490691,-101.139036
29.540273,-101.218609
29.615273,-101.310836
29.660554,-101.355836
29.692473,-101.369355
29.772782,-101.405009
29.772218,-101.456682
29.771109,-101.539173
29.766391,-101.628764
29.778054,-101.706682
29.788891,-101.745009
29.796664,-101.774736
29.804718,-101.825836
29.806109,-101.892227
29.805827,-101.990846
29.798473,-102.0482
29.798191,-102.072782
29.802773,-102.0975
29.810554,-102.121946
29.847218,-102.227782
29.867918,-102.261255
29.887982,-102.301809
29.850554,-102.355564
29.781664,-102.496255
29.767773,-102.560836
29.742773,-102.670291
29.474082,-102.804764
29.352218,-102.851118
29.254164,-102.895846
29.183054,-102.955
29.094164,-103.051955
28.984027,-103.163691
28.996518,-103.290873
28.997364,-103.296255
29.023609,-103.375
29.036391,-103.401118
29.073054,-103.461946
29.088891,-103.485
29.126109,-103.5314
29.199164,-103.735836
29.285827,-103.889173
29.305827,-103.975009
29.321109,-104.023618
29.330827,-104.045291
29.3425,-104.063609
29.355273,-104.080836
29.422773,-104.169727
29.460973,-104.202436
29.494445,-104.228346
29.508327,-104.252791
29.525973,-104.285136
29.5309,-104.316746
29.525,-104.338055
29.569445,-104.419173
29.595836,-104.453336
29.672918,-104.541818
29.940973,-104.678064
30.005,-104.695009
30.058882,-104.701327
30.105418,-104.679309
30.167773,-104.675
30.1875,-104.682236
30.233327,-104.705564
30.318054,-104.776946
30.386109,-104.822236
30.466391,-104.865009
30.525,-104.879727
30.566245,-104.896527
30.607636,-104.934727
30.632218,-104.990846
30.694164,-105.061955
30.749718,-105.125
30.778609,-105.169446
30.804718,-105.222573
30.797218,-105.253064
30.865836,-105.393064
30.946391,-105.490709
30.996391,-105.5414
31.057918,-105.5807
31.081527,-105.600009
31.144164,-105.710009
31.178264,-105.771664
31.208191,-105.786955
31.254445,-105.827518
31.269164,-105.841946
31.2825,-105.858064
31.369718,-105.972782
31.395273,-106.011673
31.4025,-106.062927
31.431945,-106.143618
31.472218,-106.209873
31.5593,-106.272227
31.5975,-106.289173
31.6375,-106.303346
31.687354,-106.334309
31.7475,-106.395846
31.754027,-106.416536
31.751664,-106.439182
31.750273,-106.460009
31.757082,-106.4964
31.780754,-106.522882
31.782054,-106.539564
31.783609,-106.608336
31.783336,-107.075291
31.783882,-107.141682
31.783336,-107.174727
31.783882,-107.241955
31.783336,-107.274727
31.783882,-107.341136
31.783336,-107.375
31.783882,-107.441391
31.783336,-107.507782
31.783882,-107.575009
31.783336,-107.608064
31.783882,-107.708073
31.783054,-107.908336
31.783882,-108.175
31.783336,-108.208618
31.699445,-108.207782
31.599445,-108.208618
31.532773,-108.207782
31.433327,-108.208618
31.366391,-108.207782
31.333054,-108.208346
31.332773,-108.778636
31.333173,-108.816655
31.332627,-108.831936
31.3326,-108.832764
31.3326,-109.047364
31.332873,-109.058927
31.333327,-109.512218
31.332773,-109.879182
31.332773,-110.245564
31.332773,-110.311955
31.333054,-111.045836
31.454164,-111.417509
31.623609,-111.946382
31.735545,-112.299436
31.798373,-112.5
31.913409,-112.867282
31.971073,-113.052891
32.061082,-113.344509
32.167573,-113.692009
32.2183,-113.858282
32.279727,-114.061318
32.364945,-114.3439
32.437091,-114.585536
32.5005,-114.795227
32.506991,-114.809827
32.557782,-114.791673
32.685273,-114.731391
32.711109,-114.721391
32.718454,-114.719091
32.717709,-114.7298
32.707854,-114.871346
32.696991,-115.025891
32.684436,-115.2025
32.669718,-115.404164
32.654718,-115.605564
32.631945,-115.907782
32.605773,-116.242636
32.585,-116.508146
32.5686,-116.713055
32.552218,-116.914173
32.536664,-117.095291
32.535327,-117.122373
32.565827,-117.133327
32.659291,-117.182709
32.683027,-117.212909
32.697054,-117.212382
32.697591,-117.200509
32.674936,-117.174082
32.6186,-117.147227
32.621309,-117.115627
32.642491,-117.116655
32.680618,-117.141391
32.7277,-117.202155
32.715618,-117.228809
32.684645,-117.240546
32.662536,-117.242046
32.657136,-117.254991
32.688427,-117.268482
32.7086,-117.266109
32.770418,-117.258764
32.829218,-117.280346
32.860827,-117.252918
32.871291,-117.249064
32.889718,-117.25
32.977073,-117.269864
33.105273,-117.319736
33.124436,-117.329455
33.141664,-117.340291
33.244154,-117.409436
33.327491,-117.480827
33.342218,-117.495
33.442764,-117.631946
33.470545,-117.6725
33.539436,-117.774436
33.595682,-117.863891
33.600554,-117.884018
33.606654,-117.910827
33.620545,-117.936109
33.632764,-117.955
33.645545,-117.973618
33.662491,-117.995
33.694018,-118.027082
33.709436,-118.045273
33.739718,-118.083073
33.756936,-118.108182
33.766664,-118.134746
33.784164,-118.222218
33.757773,-118.267127
33.723318,-118.272091
33.7161,-118.297773
33.720827,-118.318073
33.749854,-118.400018
33.7818,-118.417464
33.808045,-118.398618
33.840964,-118.386182
33.921245,-118.421109
33.939154,-118.4325
33.967764,-118.454455
33.987773,-118.471118
34.031109,-118.5089
34.047909,-118.530009
34.055691,-118.554446
34.049436,-118.655
34.046109,-118.697773
34.039718,-118.7525
34.033191,-118.781109
34.030545,-118.8364
34.055545,-118.936109
34.062209,-118.9614
34.0675,-118.981109
34.113882,-119.129173
34.136109,-119.1743
34.164918,-119.219655
34.223464,-119.255846
34.283518,-119.312473
34.3575,-119.416109
34.373318,-119.446664
34.414154,-119.541673
34.420545,-119.577218
34.423609,-119.599727
34.424709,-119.624709
34.426382,-119.798609
34.467909,-120.003746
34.478736,-120.130827
34.4736,-120.245
34.465827,-120.355
34.4561,-120.424155
34.455691,-120.449027
34.509573,-120.481946
34.530473,-120.495346
34.561936,-120.558327
34.562209,-120.583191
34.5586,-120.605827
34.584436,-120.625964
34.6236,-120.628327
34.641109,-120.623891
34.669436,-120.603327
34.690273,-120.594173
34.710818,-120.591382
34.860827,-120.598064
34.895,-120.624709
35.018609,-120.613746
35.100064,-120.600064
35.139436,-120.618191
35.171109,-120.680555
35.180545,-120.718682
35.164645,-120.738536
35.209991,-120.831391
35.228809,-120.8568
35.257218,-120.869727
35.279991,-120.868191
35.307491,-120.859164
35.355273,-120.841109
35.448873,-120.92
35.465964,-120.977082
35.479154,-120.999455
35.524991,-121.047773
35.649164,-121.166655
35.700127,-121.268755
35.766109,-121.296391
35.794027,-121.321536
35.829164,-121.368055
35.8943,-121.434991
35.928045,-121.4418
35.979436,-121.460964
35.997773,-121.472082
36.183045,-121.665418
36.229436,-121.758064
36.2411,-121.796109
36.315336,-121.867627
36.342909,-121.864164
36.393891,-121.873464
36.433873,-121.884746
36.467354,-121.897646
36.518054,-121.921664
36.594573,-121.943255
36.641245,-121.8998
36.619854,-121.865618
36.615127,-121.845
36.627073,-121.825564
36.648464,-121.809155
36.667909,-121.799309
36.759164,-121.774718
36.812491,-121.7639
36.884018,-121.799164
36.950691,-121.851109
36.972491,-121.879164
36.980336,-121.9136
36.969154,-121.978336
36.954854,-122.020291
36.954154,-122.041518
36.962354,-122.070973
36.995827,-122.147227
37.017627,-122.179582
37.199991,-122.379018
37.220273,-122.388346
37.251864,-122.393682
37.289718,-122.384455
37.329154,-122.373191
37.374436,-122.378046
37.484291,-122.425973
37.504364,-122.443327
37.512218,-122.480609
37.529991,-122.490282
37.5661,-122.495827
37.589991,-122.499446
37.752218,-122.490546
37.789927,-122.484309
37.810054,-122.448118
37.813809,-122.379636
37.786936,-122.359991
37.731654,-122.351391
37.687627,-122.356936
37.654436,-122.367355
37.615827,-122.357773
37.4593,-122.0643
37.457909,-122.023182
37.471373,-122.005836
37.479427,-122.029718
37.510273,-122.080836
37.602773,-122.125973
37.632209,-122.130827
37.662218,-122.138482
37.694709,-122.157227
37.714709,-122.174709
37.766664,-122.242764
37.826382,-122.299991
37.959164,-122.393409
37.990827,-122.352782
38.064164,-122.225273
38.047436,-122.163318
38.035264,-122.127727
38.0661,-122.015836
38.065545,-121.989436
38.054164,-121.915555
38.043054,-121.857227
38.036664,-121.833755
38.018118,-121.684855
38.048618,-121.6542
38.078991,-121.643491
38.104645,-121.591109
38.048882,-121.498046
38.012909,-121.427218
38.054991,-121.470555
38.110409,-121.553191
38.115691,-121.585009
38.096591,-121.662218
38.066464,-121.685218
38.047464,-121.722918
38.081154,-121.818682
38.0661,-121.905273
38.097209,-121.977782
38.148109,-122.018627
38.108782,-122.05
38.061382,-122.109736
38.109991,-122.264182
38.126936,-122.292082
38.136109,-122.311391
38.155545,-122.365282
38.147491,-122.390836
38.119573,-122.478327
37.936654,-122.479864
37.906936,-122.443327
37.883191,-122.420136
37.833464,-122.456673
37.831036,-122.505482
37.910545,-122.656664
38.001318,-122.782291
38.020273,-122.816964
38.054436,-122.896664
38.0536,-122.928327
38.058045,-122.956391
38.162491,-122.926936
38.107773,-122.84
38.081936,-122.803046
38.094991,-122.807773
38.127491,-122.830564
38.285273,-122.958618
38.462773,-123.107227
38.472909,-123.129027
38.491936,-123.171664
38.522764,-123.237209
38.540836,-123.266664
38.573882,-123.313064
38.624436,-123.353055
38.734018,-123.4475
38.796109,-123.536118
38.860827,-123.62
38.930409,-123.701518
38.9711,-123.707264
39.004582,-123.674582
39.025545,-123.666936
39.121936,-123.6861
39.178045,-123.712646
39.259436,-123.754182
39.353327,-123.7957
39.385827,-123.795691
39.496518,-123.774173
39.519154,-123.763064
39.554991,-123.736873
39.709709,-123.772364
39.791664,-123.820282
39.869154,-123.867491
39.949718,-123.931109
40.091664,-124.062355
40.116309,-124.092773
40.147909,-124.152573
40.174164,-124.202218
40.238045,-124.297236
40.272454,-124.331182
40.311936,-124.324036
40.336245,-124.323346
40.415264,-124.354309
40.4477,-124.375827
40.532218,-124.352355
40.581664,-124.331946
40.694718,-124.275009
40.724364,-124.252918
40.746382,-124.229446
40.745545,-124.199436
40.811936,-124.143064
40.991936,-124.098891
41.038536,-124.099309
41.057491,-124.1125
41.157491,-124.122218
41.249854,-124.090973
41.344154,-124.061391
41.394436,-124.045836
41.427773,-124.039991
41.463182,-124.0468
41.515273,-124.063609
41.683054,-124.118609
41.754164,-124.181382
41.819991,-124.215564
41.848045,-124.197355
41.869436,-124.190273
41.949718,-124.175282
41.994154,-124.184155
41.999464,-124.185855
42.018882,-124.203609
42.055827,-124.252782
42.073054,-124.289718
42.105964,-124.327509
42.124991,-124.339446
42.168054,-124.355564
42.243045,-124.3811
42.3161,-124.396955
42.374709,-124.408618
42.483882,-124.419855
42.517009,-124.401118
42.554227,-124.384718
42.628873,-124.382218
42.6661,-124.392636
42.682636,-124.412218
42.694854,-124.433055
42.748045,-124.481373
42.828609,-124.521946
42.8661,-124.524436
42.905682,-124.514864
42.924991,-124.503891
42.941654,-124.488327
42.964718,-124.473055
43.040691,-124.426655
43.188882,-124.387509
43.264445,-124.37
43.289164,-124.373318
43.319018,-124.378536
43.3551,-124.334164
43.395827,-124.248064
43.392354,-124.206664
43.378182,-124.188473
43.371691,-124.142782
43.4561,-124.196955
43.438491,-124.238064
43.415654,-124.263727
43.403173,-124.2851
43.400545,-124.302491
43.409427,-124.294727
43.439427,-124.2775
43.562764,-124.222227
43.596654,-124.212218
43.636382,-124.203746
43.674427,-124.187236
43.725264,-124.115827
43.754718,-124.134455
43.793882,-124.153882
43.920827,-124.131382
44.151654,-124.110282
44.522636,-124.068064
44.597354,-124.057909
44.625409,-124.047764
44.739154,-124.040973
44.769436,-124.049991
44.789991,-124.059436
44.836936,-124.054855
44.886936,-124.022509
44.949154,-124.003064
44.977764,-123.995
45.179854,-123.944782
45.215545,-123.955982
45.461109,-123.944718
45.520591,-123.9441
45.528982,-123.871609
45.5726,-123.892418
45.591936,-123.931109
45.674709,-123.900282
45.709164,-123.904718
45.731936,-123.929718
45.765827,-123.951682
45.8061,-123.95
45.894718,-123.936946
45.997564,-123.9166
46.030409,-123.909155
46.065691,-123.911527
46.095545,-123.916946
46.133327,-123.927355
46.181109,-123.951946
46.214436,-123.926936
46.190273,-123.828891
46.188045,-123.702209
46.202491,-123.595982
46.224854,-123.554027
46.239854,-123.535564
46.250136,-123.506255
46.246454,-123.474373
46.208673,-123.429791
46.186518,-123.416518
46.175,-123.398618
46.162909,-123.367355
46.144854,-123.263473
46.145827,-123.241809
46.160818,-123.203891
46.195191,-123.163573
46.171518,-123.258327
46.177354,-123.295273
46.222764,-123.371373
46.241664,-123.393064
46.2727,-123.409236
46.286936,-123.430409
46.289436,-123.4614
46.287218,-123.4875
46.281382,-123.518336
46.274854,-123.548191
46.272627,-123.589591
46.276382,-123.620136
46.292218,-123.6557
46.300545,-123.6936
46.293882,-123.737209
46.272764,-123.822246
46.260545,-123.857982
46.265691,-123.892491
46.323609,-124
46.409718,-124.038327
46.625127,-124.049991
46.656654,-124.038746
46.656236,-124.018336
46.574364,-124.005209
46.542218,-124.013636
46.498809,-124.013546
46.393818,-123.983464
46.392982,-123.941246
46.443045,-123.899436
46.532491,-123.879173
46.564164,-123.882
46.605827,-123.906527
46.6193,-123.9218
46.636654,-123.940827
46.687364,-123.895236
46.714227,-123.830836
46.697491,-123.810282
46.677773,-123.789718
46.685627,-123.759464
46.746654,-123.846664
46.754854,-123.876527
46.7402,-123.902927
46.723045,-123.959309
46.735545,-124.053609
46.749227,-124.078118
46.861382,-124.0975
46.886109,-124.082227
46.932773,-123.971936
46.937491,-123.938891
46.953327,-123.871936
46.976791,-123.801246
46.990827,-123.909155
46.9886,-123.961946
47.0009,-123.989236
47.023882,-124.000418
47.047218,-124.021946
47.062073,-124.050818
47.066245,-124.075
47.059509,-124.1116
47.042073,-124.133891
47.001391,-124.1225
46.975609,-124.110618
46.941654,-124.152564
46.946382,-124.164173
46.976654,-124.1575
47.007773,-124.152218
47.033054,-124.1489
47.060818,-124.148618
47.0911,-124.153064
47.221373,-124.183318
47.279436,-124.208891
47.313945,-124.227909
47.341936,-124.267227
47.373118,-124.300691
47.433054,-124.307218
47.535827,-124.327218
47.667218,-124.359291
47.729427,-124.395
47.8243,-124.4632
47.852218,-124.498891
47.871245,-124.525564
47.883045,-124.548746
47.885127,-124.579027
47.925,-124.618191
47.973318,-124.644727
47.996936,-124.655682
48.039854,-124.668191
48.064154,-124.6725
48.126382,-124.681382
48.184436,-124.687209
48.252218,-124.681955
48.371236,-124.7057
48.397073,-124.714309
48.399991,-124.637218
48.379718,-124.5661
48.372218,-124.546664
48.342218,-124.478882
48.316382,-124.415836
48.283882,-124.309436
48.275827,-124.232227
48.251391,-124.145
48.232073,-124.0993
48.211727,-124.085209
48.193045,-124.040282
48.188882,-124.016955
48.175827,-123.934718
48.171936,-123.897227
48.165827,-123.806955
48.165545,-123.786664
48.166664,-123.758346
48.170827,-123.673891
48.148327,-123.5089
48.131936,-123.401391
48.1286,-123.354173
48.129436,-123.242709
48.142354,-123.209173
48.159154,-123.187764
48.179436,-123.146664
48.190964,-123.113264
48.113327,-122.97
48.112282,-122.868046
48.135964,-122.846527
48.145973,-122.825282
48.158045,-122.781682
48.153945,-122.749436
48.127836,-122.747
48.110482,-122.7775
48.090273,-122.778064
48.010273,-122.7139
47.987282,-122.678682
47.915827,-122.630282
47.856945,-122.671664
47.763054,-122.747773
47.765545,-122.788064
47.812218,-122.779873
47.8325,-122.784727
47.860273,-122.795
47.831382,-122.8493
47.8061,-122.849446
47.783054,-122.841946
47.751391,-122.8511
47.703745,-122.875409
47.677491,-122.893891
47.6586,-122.914718
47.6186,-122.9664
47.603054,-122.983891
47.569718,-123.017227
47.469436,-123.104446
47.371654,-123.147927
47.359436,-123.129718
47.356382,-123.103882
47.368464,-123.006664
47.403882,-122.904718
47.414991,-122.876109
47.447318,-122.840627
47.445264,-122.8661
47.4261,-122.918064
47.409991,-122.954727
47.390273,-122.995982
47.379991,-123.024991
47.400827,-123.0975
47.443045,-123.084164
47.545273,-122.999736
47.607909,-122.942491
47.6343,-122.903336
47.656654,-122.836118
47.721664,-122.7361
47.747773,-122.728755
47.938045,-122.565555
47.922073,-122.5141
47.763736,-122.460036
47.742218,-122.541673
47.706654,-122.598464
47.640382,-122.593391
47.608436,-122.598091
47.619573,-122.638473
47.638464,-122.655418
47.6586,-122.671109
47.639227,-122.680827
47.545691,-122.663327
47.561664,-122.602782
47.578627,-122.5751
47.593182,-122.536518
47.500545,-122.508618
47.288045,-122.547764
47.278736,-122.571109
47.321764,-122.672909
47.348882,-122.644855
47.394436,-122.613682
47.420545,-122.619164
47.355545,-122.709582
47.290764,-122.743046
47.252627,-122.714136
47.211936,-122.728609
47.1893,-122.748964
47.201664,-122.771118
47.222627,-122.790418
47.270545,-122.811246
47.292236,-122.795436
47.320482,-122.767573
47.372073,-122.770209
47.395273,-122.7975
47.367764,-122.8125
47.313164,-122.8465
47.3,-122.902918
47.2845,-122.917009
47.250664,-122.926873
47.205691,-122.939573
47.180473,-122.980064
47.169718,-123.025282
47.155964,-123.062573
47.113882,-123.064855
47.124164,-123.025555
47.134991,-122.9514
47.066382,-122.900982
47.064154,-122.8786
47.156445,-122.885418
47.174991,-122.845136
47.182491,-122.792782
47.120273,-122.716946
47.151927,-122.639718
47.172764,-122.61
47.193882,-122.591382
47.224436,-122.565273
47.275827,-122.527091
47.297773,-122.459164
47.314709,-122.4164
47.3718,-122.313536
47.404573,-122.309582
47.485264,-122.351391
47.546664,-122.385146
47.586382,-122.398618
47.672218,-122.418327
47.832354,-122.3736
47.958191,-122.2911
48.074164,-122.320555
48.213427,-122.374409
48.225536,-122.442627
48.169918,-122.47
48.1336,-122.4468
48.119709,-122.429991
48.115,-122.4514
48.129082,-122.500418
48.182909,-122.528464
48.205127,-122.531109
48.236027,-122.520691
48.250418,-122.498336
48.255,-122.4557
48.255136,-122.434018
48.247082,-122.4157
48.238182,-122.3975
48.284718,-122.378191
48.309436,-122.392846
48.425791,-122.590946
48.411236,-122.607082
48.403182,-122.625827
48.404709,-122.658336
48.418327,-122.679582
48.494782,-122.698736
48.511245,-122.619718
48.484854,-122.550418
48.467354,-122.536109
48.453045,-122.517091
48.4527,-122.486246
48.590409,-122.436664
48.744854,-122.5
48.761527,-122.521946
48.775127,-122.565836
48.772073,-122.587636
48.752773,-122.609027
48.764445,-122.649436
48.795545,-122.681109
48.942909,-122.809718
48.964027,-122.770346
48.962354,-122.734127
48.993882,-122.753618
48.999436,-122.7603
49,-122.7
49,-122.566673
49,-122.433609
49,-122.333891
49,-122.100564
48.999718,-121.084973
48.999436,-120.534727
48.999436,-120.034155
48.999436,-119.934155
48.999436,-119.867491
48.999436,-119.467773
48.999436,-119.267227
48.999436,-119.134173
48.999436,-118.9675
48.999436,-118.767773
48.999436,-118.368055
48.999436,-118.134173
48.999436,-118.000836
48.999436,-117.867491
49,-117.834446
49,-117.5675
49,-117.300555
49,-117.234736
48.999436,-117.200846
48.999718,-117.067227
49.003127,-117.036618
48.999718,-117.0014
48.999718,-116.048336
48.999436,-115.734446
48.999436,-115.601391
49,-115.567227
49,-115.468064
49,-115.368055
48.999436,-115.1675
48.999436,-115.034155
48.999436,-114.901109
49,-114.6339
49,-114.534727
48.999436,-114.4675
48.999436,-114.335009
49.0006,-114.059864
48.999436,-114.034436
48.999436,-113.5675
48.999436,-113.368327
48.999436,-113.234164
49,-113.034436
49,-112.934718
49,-112.601673
49,-112.535
49,-112.435
49,-112.335009
49,-112.234736
48.999436,-112.168327
48.999436,-112.034727
48.999436,-111.8011
48.999436,-111.368327
48.999436,-110.768627
49,-110.667773
49,-110.501109
49,-110.367764
49,-110.301664
48.999436,-110.201109
48.999436,-110.101391
49.0006,-109.999655
48.999718,-109.967773
48.999436,-109.801936
48.999436,-109.634746
48.999436,-109.334727
48.999436,-108.834727
48.999436,-108.667773
48.999436,-108.534727
48.999436,-108.335009
48.999436,-108.168873
48.999436,-107.8011
48.999436,-107.735546
48.999436,-107.634746
49,-107.435
49,-107.335282
48.999436,-106.735546
48.999436,-106.468064
48.999436,-106.268627
48.999436,-106.135273
48.999436,-106.034727
48.999436,-105.935546
48.999436,-105.702218
49,-105.268336
48.999436,-105.0014
48.999436,-104.835009
48.999436,-104.335009
48.999718,-104.135273
49.000254,-104.0331
48.999436,-103.735282
48.999436,-103.535282
49.000273,-103.435546
49,-103.268891
48.999436,-103.168327
48.999436,-103.035282
48.999436,-102.768336
49.000273,-102.535555
48.999436,-102.335564
49,-102.168873
48.999436,-101.468891
48.998791,-101.367236
49.000273,-101.302227
49,-101.069164
48.999718,-100.501955
49,-100.002227
49,-99.835555
48.999436,-99.335555
49,-98.868609
48.999436,-98.502227
49.000273,-98.269164
49.000273,-97.969164
49,-97.801936
48.999436,-97.635836
48.999436,-97.502791
48.999718,-97.219936
48.999973,-95.266555
48.999436,-95.154173
49.173336,-95.153964
49.333327,-95.154446
49.366391,-95.154173
49.376654,-95.152791
49.371654,-95.1425
49.365,-95.120836
49.359591,-95.081864
49.3575,-95.025836
49.3575,-94.998609
49.360973,-94.962091
49.358536,-94.931964
49.305545,-94.817782
49.186664,-94.805691
49.157491,-94.798336
49.075554,-94.766955
49.0286,-94.745273
48.996936,-94.73
48.974709,-94.718609
48.933182,-94.705836
48.902491,-94.700982
48.858,-94.707036
48.7968,-94.708055
48.778736,-94.694991
48.7411,-94.640418
48.724436,-94.605836
48.701936,-94.5239
48.696936,-94.500836
48.694991,-94.461046
48.701936,-94.433318
48.710827,-94.400355
48.707218,-94.298473
48.695891,-94.267364
48.661,-94.247891
48.642773,-94.134173
48.641109,-94.111936
48.638045,-94.063891
48.630273,-93.882918
48.628609,-93.858746
48.616382,-93.833955
48.586245,-93.818891
48.531864,-93.804791
48.517082,-93.785836
48.513882,-93.724164
48.515136,-93.6607
48.538609,-93.496255
48.551727,-93.464236
48.584327,-93.454064
48.608609,-93.408336
48.629154,-93.3157
48.640545,-93.245
48.622627,-92.951318
48.541382,-92.715291
48.485264,-92.697773
48.441373,-92.582227
48.394154,-92.455273
48.311664,-92.426391
48.231727,-92.359855
48.234164,-92.331682
48.248864,-92.291409
48.269991,-92.286109
48.299364,-92.299791
48.334991,-92.276809
48.346936,-92.257236
48.356654,-92.162218
48.357218,-92.141682
48.345336,-92.039373
48.304436,-92.014164
48.280964,-92.008064
48.261245,-91.9918
48.240536,-91.963718
48.230545,-91.940282
48.203882,-91.850555
48.194709,-91.783891
48.191373,-91.740136
48.144718,-91.6875
48.098345,-91.645146
48.093045,-91.573627
48.057773,-91.462782
48.041109,-91.418336
48.058882,-91.3868
48.068054,-91.347227
48.069436,-91.318609
48.072627,-91.276391
48.0836,-91.240555
48.115,-91.192491
48.144154,-91.149173
48.154991,-91.1261
48.214718,-90.969164
48.2286,-90.928327
48.236654,-90.898055
48.2375,-90.868609
48.227073,-90.835209
48.204464,-90.8358
48.103745,-90.7739
48.092773,-90.749864
48.113054,-90.28
48.121445,-90.146518
48.106454,-90.065555
48.069718,-90.032773
48.025273,-89.994236
47.990618,-89.899791
48.000827,-89.8625
48.011664,-89.8389
48.029573,-89.755564
48.011864,-89.606382
48.002254,-89.572918
48.003164,-89.493127
48.003327,-89.447773
47.979718,-89.356655
47.993045,-89.323336
48.139164,-88.974164
48.255554,-88.691664
48.264164,-88.645555
48.312209,-88.368055
48.244154,-88.188327
47.955827,-87.444718
47.915545,-87.341673
47.860273,-87.2014
47.734718,-86.884446
47.608327,-86.568891
47.567218,-86.466664
47.398882,-86.051391
47.383882,-86.014727
47.312209,-85.839718
47.270827,-85.738891
47.157209,-85.464173
47.111664,-85.354446
46.9286,-84.9175
46.905818,-84.864582
46.829164,-84.832782
46.806936,-84.825564
46.748327,-84.806946
46.689709,-84.787782
46.653045,-84.775009
46.466382,-84.565
46.460273,-84.521255
46.4602,-84.483955
46.483745,-84.458064
46.501664,-84.431382
46.508609,-84.408618
46.546664,-84.192764
46.529436,-84.125346
